"title","authors","pubyear","sourcepub","review_round","reviewer","doublerev","reviewer_notes","outsidereviewer","outsidereviewer_notes","exclusion_id","exclusion_reason","fullquestion"
"Predation pressure by birds and arthropods on herbivorous insects affected by tropical forest restoration strategy","Roels, Steven M.; Porter, Jade L.; Lindell, Catherine A.",2018,"RESTORATION ECOLOGY",2,"R2",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Bright spots in agricultural landscapes: Identifying areas exceeding expectations for multifunctionality and biodiversity","Frei, Barbara; Renard, Delphine; Mitchell, Matthew G. E.; Seufert, Verena; Chaplin-Kramer, Rebecca; Rhemtulla, Jeanine M.; Bennett, Elena M.",2018,"JOURNAL OF APPLIED ECOLOGY",2,"R2",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Linking marine ecosystems with the services they supply: what are the relevant service providing units?","Culhane, Fiona E.; Frid, Christoper L. J.; Gelabert, Eva Royo; White, Lydia; Robinson, Leonie A.",2018,"ECOLOGICAL APPLICATIONS",2,"R2",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Staging stewards of agro-ecosystems in the ecosystem services framework","Rana, Kartika; Goyal, Neha; Sharma, Gyan Prakash",2018,"ECOSYSTEM SERVICES",2,"R2",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Taxonomic and functional facets of the resilience to management of mown subalpine grasslands","Lochon, Iris; Colace, Marie-Pascale; Devaux, Caroline; Grigulis, Karl; Rettinger, Ricarda; Lavorel, Sandra",2018,"APPLIED VEGETATION SCIENCE",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Linking social-ecological knowledge with rural communities in Mexico: lessons and challenges toward sustainability","Castillo, Alicia; Vega-Rivera, Jorge H.; Perez-Escobedo, Marcela; Romo-Diaz, Gabriela; Lopez-Carapia, Gabriela; Ayala-Orozco, Barbara",2018,"ECOSPHERE",2,"R12",FALSE,"mostly a paper about assessing cultural services, but also includes specific services as determined through working with local community members.",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Shorescape-level factors drive distribution and condition of a salt marsh facilitator (Geukensia demissa)","Isdell, Robert E.; Bilkovic, Donna M.; Hershner, Carl",2018,"ECOSPHERE",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Hindcasting the impacts of land-use changes on bird communities with species distribution models of Bird Atlas data","Regos, Adrian; Imbeau, Louis; Desrochers, Melanie; Leduc, Alain; Robert, Michel; Jobin, Benoit; Brotons, Lluis; Drapeau, Pierre",2018,"ECOLOGICAL APPLICATIONS",2,"R12",FALSE,"land use change drives bird community composition",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Forest restoration as a strategy to mitigate climate impacts on wildfire, vegetation, and water in semiarid forests","O'Donnell, Frances C.; Flatley, William T.; Springer, Abraham E.; Fule, Peter Z.",2018,"ECOLOGICAL APPLICATIONS",2,"R12",FALSE,"fire and water",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Climate change alterations to ecosystem dominance: how might sponge-dominated reefs function?","Bell, James J.; Rovellini, Alberto; Davy, Simon K.; Taylor, Michael W.; Fulton, Elizabeth A.; Dunn, Matthew R.; Bennett, Holly M.; Kandler, Nora M.; Luter, Heidi M.; Webster, Nicole S.",2018,"ECOLOGY",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Predation risk shaped by habitat and landscape complexity in urban environments","Frey, David; Vega, Kevin; Zellweger, Florian; Ghazoul, Jaboury; Hansen, Dennis; Moretti, Marco",2018,"JOURNAL OF APPLIED ECOLOGY",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Exploring the Role of Management in the Coproduction of Ecosystem Services from Spanish Wooded Rangelands","Torralba, Mario; Oteros-Rozas, Elisa; Moreno, Gerardo; Plieninger, Tobias",2018,"RANGELAND ECOLOGY & MANAGEMENT",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Soil food web assembly and vegetation development in a glacial chronosequence in Iceland","van Leeuwen, J. P.; Lair, G. J.; Gisladottir, G.; Sanden, T.; Bloem, J.; Hemerik, L.; de Ruiter, P. C.",2018,"PEDOBIOLOGIA",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Comparing convenience and probability sampling for urban ecology applications","Speak, Andrew; Escobedo, Francisco J.; Russo, Alessio; Zerbe, Stefan",2018,"JOURNAL OF APPLIED ECOLOGY",2,"R12",FALSE,"important considerations for study design and efficiency in forest monitoring.",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Rewilding cultural landscape potentially puts both endemism at risk: A Tibetan Plateau case study","Li, Li; Tietze, Dieter Thomas; Fritz, Andreas; Lu, Zhi; Burgi, Matthias; Storch, Ilse",2018,"BIOLOGICAL CONSERVATION",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Annual flower strips support pollinators and potentially enhance red clover seed yield","Rundloef, Maj; Lundin, Ola; Bommarco, Riccardo",2018,"ECOLOGY AND EVOLUTION",2,"R12",FALSE,"strategies to decrease the impacts of a weevil on crop yield",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Patterns of diversity and conservation status of freshwater fishes in the glacial fed and rain fed rivers of Eastern Nepal","Jha, Bibhuti Ranjan; Gurung, Smriti; Khatri, Kumar; Gurung, Anu; Thapa, Anuja; Mamta, K. C.; Gurung, Bikash; Acharya, Shekhar",2018,"ENVIRONMENTAL BIOLOGY OF FISHES",2,"R12",FALSE,"fish community composition with different water sources",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Environmental and endogenous drivers of tree mast production and synchrony in pinon-juniper-oak woodlands of New Mexico","Parmenter, Robert R.; Zlotin, Roman, I; Moore, Douglas, I; Myers, Orrin B.",2018,"ECOSPHERE",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Satellite remote sensing to monitor mangrove forest resilience and resistance to sea level rise","Duncan, Clare; Owen, Harry J. F.; Thompson, Julian R.; Koldewey, Heather J.; Primavera, Jurgenne H.; Pettorelli, Nathalie",2018,"METHODS IN ECOLOGY AND EVOLUTION",2,"R12",FALSE,"a remote sensing tool is described and implemented (study sites)",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Oysters and eelgrass: potential partners in a high pCO(2) ocean","Groner, Maya L.; Burge, Colleen A.; Cox, Ruth; Rivlin, Natalie D.; Turner, Mo; Van Alstyne, Kathryn L.; Wyllie-Echeverria, Sandy; Bucci, John; Staudigel, Philip; Friedman, Carolyn S.",2018,"ECOLOGY",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Community-wide scan identifies fish species associated with coral reef services across the Indo-Pacific","Maire, Eva; Villeger, Sebastien; Graham, Nicholas A. J.; Hoey, Andrew S.; Cinner, Joshua; Ferse, Sebastian C. A.; Aliaume, Catherine; Booth, David J.; Feary, David A.; Kulbicki, Michel; Sandin, Stuart A.; Vigliola, Laurent; Mouillot, David",2018,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2,"R12",FALSE,"identified species correlated to coral cover/health. a presence/absence approach mixed with modeling. The main goal I think was to demonstrate a tool - community wide scan (CWS). no attempt to figure out why those species identified actually impact reef health",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Germination ecology of winter annual grasses in Mediterranean climates: Applications for soil cover in olive groves","Jimenez-Alfaro, Borja; Hernandez-Gonzalez, Matias; Fernandez-Pascual, Eduardo; Toorop, Peter; Frischie, Stephanie; Galvez-Ramirez, Candido",2018,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2,"R12",FALSE,"the ecosystem function link is not clear. measurement is of germination",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Dung beetles and their ecological functions in three agroforestry systems in the Lacandona rainforest of Mexico","Santos-Heredia, Carolina; Andresen, Ellen; Zarate, Diego A.; Escobar, Federico",2018,"BIODIVERSITY AND CONSERVATION",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"A habitat suitability analysis at multi-spatial scale of two sympatric flying fox species reveals the urgent need for conservation action","Ibouroi, Mohamed Thani cnfm; Cheha, Ali; Astruc, Guillelme; Dhurham, Said Ali Ousseni; Besnard, Aurelien",2018,"BIODIVERSITY AND CONSERVATION",2,"R12",FALSE,"paper compares two flying squirrel species in their distribution and abundance. abstract mentions seed dispersal and pollination but these do not seem to be measured in the study (just assumed perhaps)",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Contrasting responses in community structure and phenology of migratory and non-migratory pollinators to urbanization","Luder, Katrin; Knop, Eva; Menz, Myles H. M.",2018,"DIVERSITY AND DISTRIBUTIONS",2,"R12",FALSE,"at the end of the abstract, pollination is mentioned as a function. but there is no clear link stated in the abstract",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Forest, wetland and biodiversity: Revealing multi-faceted ecological services from ecorestoration of a degraded tropical landscape","Mallick, Priyanka Halder; Chakraborty, Susanta Kumar",2018,"ECOHYDROLOGY & HYDROBIOLOGY",2,"R12",FALSE,"discusses how they assessed ecosystem recovery",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Shrub encroachment, productivity pulses, and core-transient dynamics of Chihuahuan Desert rodents","Schooley, Robert L.; Bestelmeyer, Brandon T.; Campanella, Andrea",2018,"ECOSPHERE",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Spatial scale dependence of factors driving climate regulation services in the Americas","Serna-Chavez, Hector M.; Kissling, W. Daniel; Veen, Lourens E.; Swenson, Nathan G.; van Bodegom, Peter M.",2018,"GLOBAL ECOLOGY AND BIOGEOGRAPHY",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Applying fingerprint Fourier transformed infrared spectroscopy and chemometrics to assess soil ecosystem disturbance and recovery","Maynard, J. J.; Johnson, M. G.",2018,"JOURNAL OF SOIL AND WATER CONSERVATION",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Fear, foraging and olfaction: how mesopredators avoid costly interactions with apex predators","Haswell, Peter M.; Jones, Katherine A.; Kusak, Josip; Hayward, Matt W.",2018,"OECOLOGIA",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Towards the general mechanistic prediction of community dynamics","Paine, C. E. Timothy; Deasey, Anna; Duthie, A. Bradley",2018,"FUNCTIONAL ECOLOGY",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Transformation of detritus by a European native and two invasive alien freshwater decapods","Doherty-Bone, Thomas M.; Dunn, Alison M.; Liddell, Caroline; Brown, Lee E.",2018,"BIOLOGICAL INVASIONS",2,"R12",FALSE,"differences between species in their decomposition function",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Mosses inhibit germination of vascular plants on an extensive green roof","Drake, Paige; Grimshaw-Surette, Hughstin; Heim, Amy; Lundholm, Jeremy",2018,"ECOLOGICAL ENGINEERING",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Refining flood estimation in urbanized catchments using landscape metrics","Miller, James D.; Brewer, Tim",2018,"LANDSCAPE AND URBAN PLANNING",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Accessibility drives species exposure to recreation in a fragmented urban reserve network","Larson, Courtney L.; Reed, Sarah E.; Merenlender, Adina M.; Crooks, Kevin R.",2018,"LANDSCAPE AND URBAN PLANNING",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Changes in multiple ecosystem services between 2000 and 2013 and their driving factors in the Grazing Withdrawal Program, China","Zhang, Haiyan; Fan, Jiangwen; Cao, Wei; Zhong, Huaping; Harris, Warwick; Gong, Guoli; Zhang, Yaxian",2018,"ECOLOGICAL ENGINEERING",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Energy modeling simulation of changes in ecosystem services before and after the implementation of a Grain-for-Green program on the Loess Plateau-A case study of the Zhifanggou valley in Ansai County, Shaanxi Province, China","Xu, Zihan; Wei, Hejie; Fan, Weiguo; Wang, Xuechao; Huang, Bingling; Lu, Nachuan; Ren, Jiahui; Dong, Xiaobin",2018,"ECOSYSTEM SERVICES",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Quantifying ecosystem service flows at multiple scales across the range of a long-distance migratory species","Semmens, Darius J.; Diffendorfer, Jay E.; Bagstad, Kenneth J.; Wiederholt, Ruscena; Oberhauser, Karen; Ries, Leslie; Semmens, Brice X.; Goldstein, Joshua; Loomis, John; Thogmartin, Wayne E.; Mattsson, Brady J.; Lopez-Hoffman, Laura",2018,"ECOSYSTEM SERVICES",2,"R12",FALSE,"spatial subsidies - ""habitat in rural landscapes subsidizes urban residents""",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Feeding ecology and ecomorphology of cichlid assemblages in a large Mesoamerican river delta","Pease, Allison A.; Mendoza-Carranza, Manuel; Winemiller, Kirk O.",2018,"ENVIRONMENTAL BIOLOGY OF FISHES",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Habitat suitability modelling for predicting potential habitats of freshwater snail intermediate hosts in Omo-Gibe river basin, Southwest Ethiopia","Yigezu, Getachew; Mandefro, Belayhun; Mengesha, Yifrashewa; Yewhalaw, Delenasaw; Beyene, Abebe; Ahmednur, Mahmud; Abdie, Yihun; Kloos, Helmut; Mereta, Seid Tiku",2018,"ECOLOGICAL INFORMATICS",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Meiofauna matters: The roles of meiofauna in benthic ecosystems","Schratzberger, Michaela; Ingels, Jeroen",2018,"JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",2,"R12",FALSE,"conceptual model",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Revision of a state-and-transition model to include descriptions of state functional attributes","Tipton, C. Y.; Ocheltree, T. W.; Mueller, K. E.; Turk, P.; Fernandez-Gimenez, M. E.",2018,"ECOSPHERE",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Where and why does restoration happen? Ecological and sociopolitical influences on stream restoration in coastal California","Stanford, Bronwen; Zavaleta, Erika; Millard-Ball, Adam",2018,"BIOLOGICAL CONSERVATION",2,"R12",FALSE,"distribution of conservation effort - where do restoration projects happen - may not be an EF/ES measurement",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Cricket calling communities as an indicator of the invasive ant Wasmannia auropunctata in an insular biodiversity hotspot","Gasc, A.; Anso, J.; Sueur, J.; Jourdan, H.; Desutter-Grandcolas, L.",2018,"BIOLOGICAL INVASIONS",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Land use type, forest cover and forest edges modulate avian cross-habitat spillover","Boesing, Andrea Larissa; Nichols, Elizabeth; Metzger, Jean Paul",2018,"JOURNAL OF APPLIED ECOLOGY",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Plant community effects on CH4 fluxes, root surface area, and carbon storage in experimental wetlands","Schultz, Rachel E.; Pett, Lindsey",2018,"ECOLOGICAL ENGINEERING",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Current and historical land use influence soil-based ecosystem services in an urban landscape","Ziter, Carly; Turner, Monica G.",2018,"ECOLOGICAL APPLICATIONS",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Microplastics as an emerging threat to terrestrial ecosystems","Machado, Anderson Abel de Souza; Kloas, Werner; Zarfl, Christiane; Hempel, Stefan; Rillig, Matthias C.",2018,"GLOBAL CHANGE BIOLOGY",2,"R12",FALSE,"maybe ok to exclude depending on whether EFs are measured",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Photoautotrophic organisms control microbial abundance, diversity, and physiology in different types of biological soil crusts","Maier, Stefanie; Tamm, Alexandra; Wu, Dianming; Caesar, Jennifer; Grube, Martin; Weber, Bettina",2018,"ISME JOURNAL",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Synergies between industry and nature - An emergy evaluation of a biodiesel production system integrated with ecological systems","Saladini, Fabrizio; Gopalakrishnan, Varsha; Bastianoni, Simone; Bakshi, Bhavik R.",2018,"ECOSYSTEM SERVICES",2,"R12",FALSE,"seems like paper is describing only a tool/concept but gives a specific application so may be ok to use",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Predation by small mammalian carnivores in rural agro-ecosystems: An undervalued ecosystem service?","Williams, Samual T.; Maree, Naudene; Taylor, Peter; Belmain, Steven R.; Keith, Mark; Swanepoel, Lourens H.",2018,"ECOSYSTEM SERVICES",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Ecological conditions and ecosystem services of wetlands in the Lake Tana Area, Ethiopia","Wondie, Ayalew",2018,"ECOHYDROLOGY & HYDROBIOLOGY",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Beautiful agricultural landscapes promote cultural ecosystem services and biodiversity conservation","Assandri, Giacomo; Bogliani, Giuseppe; Pedrini, Paolo; Brambilla, Mattia",2018,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Landscape and crop management strategies to conserve pollination services and increase yields in tropical coffee farms","Hipolito, Juliana; Boscolo, Danilo; Viana, Blandina Felipe",2018,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Tracking restoration of population diversity via the portfolio effect","Yamane, Lauren; Botsford, Louis W.; Kilduff, D. Patrick",2018,"JOURNAL OF APPLIED ECOLOGY",2,"R12",FALSE,"unclear if measurements made. Seems like many case studies examined",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Impact of environment on people's everyday experiences in Stockholm","Samuelsson, Karl; Giusti, Matteo; Peterson, Garry D.; Legeby, Ann; Brandt, S. Anders; Barthel, Stephan",2018,"LANDSCAPE AND URBAN PLANNING",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Integrating correlation between traits improves spatial predictions of plant functional composition","Wuest, Rafael O.; Munkemuller, Tamara; Lavergne, Sebastien; Pollock, Laura J.; Thuiller, Wilfried",2018,"OIKOS",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Early ecological outcomes of natural regeneration and tree plantations for restoring agricultural landscapes","Cesar, Ricardo G.; Moreno, Vanessa S.; Coletta, Gabriel D.; Chazdon, Robin L.; Ferraz, Silvio F. B.; de Almeida, Danilo R. A.; Brancalion, Pedro H. S.",2018,"ECOLOGICAL APPLICATIONS",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Importance of species diversity in the revegetation of Alberta's northern fescue prairies","Woosaree, Jay; Otfinowski, Rafael",2018,"BIODIVERSITY AND CONSERVATION",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Hopper parasitoids do not significantly benefit from non-crop habitats in rice production landscapes","Sann, Christina; Theodorou, Panagiotis; Heong, Kong Luen; Villareal, Sylvia; Settele, Josef; Vidal, Stefan; Westphal, Catrin",2018,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Seed ingestion and germination in rattlesnakes: overlooked agents of rescue and secondary dispersal","Reiserer, Randall S.; Schuett, Gordon W.; Greene, Harry W.",2018,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"A regional assessment of white-tailed deer effects on plant invasion","Averill, Kristine M.; Mortensen, David A.; Smithwick, Erica A. H.; Kalisz, Susan; McShea, William J.; Bourg, Norman A.; Parker, John D.; Royo, Alejandro A.; Abrams, Marc D.; Apsley, David K.; Blossey, Bernd; Boucher, Douglas H.; Caraher, Kai L.; DiTommaso, Antonio; Johnson, Sarah E.; Masson, Robert; Nuzzo, Victoria A.",2018,"AOB PLANTS",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"A Bioeconomic Model of Ecosystem Services Provision: Coffee Berry Borer and Shade-grown Coffee in Colombia","Atallah, Shady S.; Gomez, Miguel I.; Jaramillo, Juliana",2018,"ECOLOGICAL ECONOMICS",2,"R12",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Assessing how green space types affect ecosystem services delivery in Porto, Portugal","Graca, Marisa; Alves, Paulo; Goncalves, Joao; Nowak, David J.; Hoehn, Robert; Farinha-Marques, Paulo; Cunha, Mario",2018,"LANDSCAPE AND URBAN PLANNING",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Locating provisioning ecosystem services in urban forests: Forageable woody species in New York City, USA","Hurley, Patrick T.; Emery, Marla R.",2018,"LANDSCAPE AND URBAN PLANNING",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"The Regime Shifts Database: a framework for analyzing regime shifts in social-ecological systems","Biggs, Reinette; Peterson, Garry D.; Rocha, Juan C.",2018,"ECOLOGY AND SOCIETY",2,"R6",FALSE,"More of a framework paired with a new database",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Scenarios reveal pathways to sustain future ecosystem services in an agricultural landscape","Qiu, Jiangxiao; Carpenter, Stephen R.; Booth, Eric G.; Motew, Melissa; Zipper, Samuel C.; Kucharik, Christopher J.; Chen, Xi; Loheide, Steven P., II; Seifert, Jenny; Turner, Monica G.",2018,"ECOLOGICAL APPLICATIONS",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"The evaluation for the impact of land use change on habitat quality: A joint contribution of cellular automata scenario simulation and habitat quality assessment model","He, Jianhua; Huang, Junlong; Li, Chun",2017,"ECOLOGICAL MODELLING",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Multi-ecosystem services networks: A new perspective for assessing landscape connectivity and resilience","Field, Rachel D.; Parrott, Lael",2017,"ECOLOGICAL COMPLEXITY",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Detecting Eutrophication Symptoms in a Subtropical Semi-Arid Coastal Lagoon by Means of Three Different Methods","Ruiz-Ruiz, Thelma M.; Arreola-Lizarraga, Jose A.; Morquecho, Lourdes; Mendez-Rodriguez, Lia C.; Martinez-Lopez, Aida; Mendoza-Salgado, Renato A.",2017,"WETLANDS",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Protected areas as outdoor classrooms and global laboratories: Intellectual ecosystem services flowing to-and-from a National Park","Smit, Izak P. J.; Roux, Dirk J.; Swemmer, Louise K.; Boshoff, Nelius; Novellie, Peter",2017,"ECOSYSTEM SERVICES",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Trade-offs and synergies among ecosystem services under different forest management scenarios - The LEcA tool","Pang, Xi; Nordstroem, Eva-Maria; Boettcher, Hannes; Trubins, Renats; Moertberg, Ulla",2017,"ECOSYSTEM SERVICES",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Manager strategies and user demands: Determinants of cultural ecosystem service bundles on private protected areas","Clements, Hayley S.; Cumming, Graeme S.",2017,"ECOSYSTEM SERVICES",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Effect of green macroalgal blooms on the behavior, growth, and survival of cockles Clinocardium nuttallii in Pacific NW estuaries","Lewis, Nathaniel S.; DeWitt, Theodore H.",2017,"MARINE ECOLOGY PROGRESS SERIES",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Winter ecology of prairie deer mice (Peromyscus maniculatus bairdii) in cultivated habitats: Implications for agricultural ecosystem services","Berl, Jacob L.; Flaherty, Elizabeth A.; Danielson, Brent J.; Kellner, Kenneth F.; Swihart, Robert K.",2017,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Coastal habitat and biological community response to dam removal on the Elwha River","Foley, Melissa M.; Warrick, Jonathan A.; Ritchie, Andrew; Stevens, Andrew W.; Shafroth, Patrick B.; Duda, Jeffrey J.; Beirne, Matthew M.; Paradis, Rebecca; Gelfenbaum, Guy; McCoy, Randall; Cubley, Erin S.",2017,"ECOLOGICAL MONOGRAPHS",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Future warmer seas: increased stress and susceptibility to grazing in seedlings of a marine habitat-forming species","Hernan, Gema; Ortega, Maria J.; Gandara, Alberto M.; Castejon, Ines; Terrados, Jorge; Tomas, Fiona",2017,"GLOBAL CHANGE BIOLOGY",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Including cover crops during fallow periods for increasing ecosystem services: Is it possible in croplands of Southern South America?","Pinto, Priscila; Fernandez Long, Maria E.; Pineiro, Gervasio",2017,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Recovery of plant communities after ecological restoration of forestry-drained peatlands","Haapalehto, Tuomas; Juutinen, Riikka; Kareksela, Santtu; Kuitunen, Markku; Tahvanainen, Teemu; Vuori, Hilja; Kotiaho, Janne S.",2017,"ECOLOGY AND EVOLUTION",2,"R6",FALSE,"compared similarity of restored plant communIties vs unrestored so possibly to indirect to count as EF",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Implementing and managing urban forests: A much needed conservation strategy to increase ecosystem services and urban wellbeing","Endreny, T.; Santagata, R.; Perna, A.; De Stefano, C.; Rallo, R. F.; Ulgiati, S.",2017,"ECOLOGICAL MODELLING",2,"R6",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Effects of bird and bat exclusion on coffee pest control at multiple spatial scales","Libran-Embid, Felipe; De Coster, Greet; Metzger, Jean Paul",2017,"LANDSCAPE ECOLOGY",2,"R10",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Integrating ecosystem services supply potential from future land-use scenarios in protected area management: A Bangladesh case study","Mukul, Sharif A.; Sohel, Md. Shawkat I.; Herbohn, John; Inostroza, Luis; Koenig, Hannes",2017,"ECOSYSTEM SERVICES",2,"R4/R10",TRUE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
