Title,FirstAuthor,SourcePublication,PublicationYear,Init,doublerev,version,qnum,id,clean_answer,varnum,clean_answer_binned,abbr,Group,clean_group,ES,fullES,Q18_SurveyNotes,Round1_Comments,Q12drivers_qa_note
"Influence of Groundcover Vegetation, Soil Physicochemical Properties, and Irrigation Practices on Soil Fungi in Semi-arid Vineyards",Vukicevich,FRONTIERS IN ECOLOGY AND EVOLUTION,2019,CW,FALSE,final,Q12,Q17,Soil P,3,Soil physiochemical characteristics,OtherDriver,Environmental,Environmental,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]","Authors also looked at effects of time on fungal abundances but nowhere to record that. Results truly are mixed. For example, beneficial fungi abundance increases with time (within grasses and legumes), soil organic matter, is negatively affected by exotic plant cover. Pathogen fungi abundance negatively affected by grass cover.","relationship between plant community functional characteristics, soil factors, and irrigation management and soil fungus abundance in vineyards",Infilled ES from Driver where 'Other' specified
"Influence of Groundcover Vegetation, Soil Physicochemical Properties, and Irrigation Practices on Soil Fungi in Semi-arid Vineyards",Vukicevich,FRONTIERS IN ECOLOGY AND EVOLUTION,2019,CW,FALSE,final,Q12,Q17,organic matter,4,Soil characteristics,OtherDriver,Environmental,Environmental,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]","Authors also looked at effects of time on fungal abundances but nowhere to record that. Results truly are mixed. For example, beneficial fungi abundance increases with time (within grasses and legumes), soil organic matter, is negatively affected by exotic plant cover. Pathogen fungi abundance negatively affected by grass cover.","relationship between plant community functional characteristics, soil factors, and irrigation management and soil fungus abundance in vineyards",Infilled ES from Driver where 'Other' specified
"Influence of Groundcover Vegetation, Soil Physicochemical Properties, and Irrigation Practices on Soil Fungi in Semi-arid Vineyards",Vukicevich,FRONTIERS IN ECOLOGY AND EVOLUTION,2019,CW,FALSE,final,Q12,Q17,total N,5,Soil characteristics,OtherDriver,Environmental,Environmental,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]","Authors also looked at effects of time on fungal abundances but nowhere to record that. Results truly are mixed. For example, beneficial fungi abundance increases with time (within grasses and legumes), soil organic matter, is negatively affected by exotic plant cover. Pathogen fungi abundance negatively affected by grass cover.","relationship between plant community functional characteristics, soil factors, and irrigation management and soil fungus abundance in vineyards",Infilled ES from Driver where 'Other' specified
"Influence of Groundcover Vegetation, Soil Physicochemical Properties, and Irrigation Practices on Soil Fungi in Semi-arid Vineyards",Vukicevich,FRONTIERS IN ECOLOGY AND EVOLUTION,2019,CW,FALSE,final,Q12,Q17,pH,6,Aquatic biogeochemistry,OtherDriver,Environmental,Environmental,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]","Authors also looked at effects of time on fungal abundances but nowhere to record that. Results truly are mixed. For example, beneficial fungi abundance increases with time (within grasses and legumes), soil organic matter, is negatively affected by exotic plant cover. Pathogen fungi abundance negatively affected by grass cover.","relationship between plant community functional characteristics, soil factors, and irrigation management and soil fungus abundance in vineyards",Infilled ES from Driver where 'Other' specified
Flood Water Hydrochemistry Patterns Suggest Floodplain Sink Function for Dissolved Solids from the Songkhram Monsoon River (Thailand),Walalite,WETLANDS,2016,IS,FALSE,final,Q12,Q17,floodplain vs. river,1,Land cover,OtherDriver,Environmental,Environmental,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,,Infilled ES from Driver where 'Other' specified
Flood Water Hydrochemistry Patterns Suggest Floodplain Sink Function for Dissolved Solids from the Songkhram Monsoon River (Thailand),Walalite,WETLANDS,2016,IS,FALSE,final,Q12,Q17,longitudinal river length,2,Topography and position,OtherDriver,Environmental,Environmental,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,,Infilled ES from Driver where 'Other' specified
Global warming affects the occurrence of stem borers in ecological engineering-based diversified farming ecosystems,Wan,ECOLOGICAL ENGINEERING,2017,AIS,FALSE,final,Q12,Q25.2_10,Climate,1,Climate,Driver,Environmental,Environmental,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,"CTW re-evaluated article for Q8; LD: a bit unclear what was measured, maybe a disservice?",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Q12,Q25.3_3,Land use change,1,Land use and land cover change,Driver,Human,Human,AQReg,"Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]","Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Q12,Q25.3_4,Land use change,1,Land use and land cover change,Driver,Human,Human,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],"Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Q12,Q25.3_16,Land use change,1,Land use and land cover change,Driver,Human,Human,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]","Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Q12,Q25.3_12,Land use change,1,Land use and land cover change,Driver,Human,Human,Food,Food and feed,"Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Q12,Q25.3_6,Land use change,1,Land use and land cover change,Driver,Human,Human,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]","Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Q12,Q25.3_1,Land use change,1,Land use and land cover change,Driver,Human,Human,HabCreate,Habitat creation and maintenance,"Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Q12,Q25.3_13,Land use change,1,Land use and land cover change,Driver,Human,Human,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]","Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Q12,Q25.3_8,Land use change,1,Land use and land cover change,Driver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]","Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Q12,Q25.2_4,Land use change,1,Land use and land cover change,Driver,Environmental,Human,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,Reviewer correction
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Q12,Q25.3_7,Land use change,1,Land use and land cover change,Driver,Human,Human,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,,Reviewer correction
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Q12,Q25.3_7,Management Practices,2,Management/restoration,Driver,Human,Human,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,,Reviewer correction
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Q12,Q25.2_12,Climate,1,Climate,Driver,Environmental,Environmental,Food,Food and feed,,,Reviewer correction
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Q12,Q25.3_12,Management Practices,2,Management/restoration,Driver,Human,Human,Food,Food and feed,,,Reviewer correction
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Q12,Q25.4_12,Service Provider (Q17),3,Service provider identity,Driver,Biotic,Biotic,Food,Food and feed,,,Reviewer correction
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Q12,Q25.2_1,Climate,1,Climate,Driver,Environmental,Environmental,HabCreate,Habitat creation and maintenance,,,Reviewer correction
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Q12,Q25.3_1,Land use change,2,Land use and land cover change,Driver,Human,Human,HabCreate,Habitat creation and maintenance,,,Reviewer correction
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Q12,Q25.4_1,Service Provider (Q17),3,Service provider identity,Driver,Biotic,Biotic,HabCreate,Habitat creation and maintenance,,,Reviewer correction
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Q12,Q25.4_8,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,Reviewer correction
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,Q12,Q25.3_16,Management Practices,1,Management/restoration,Driver,Human,Human,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,Q12,Q25.3_16,Exploitation (hunting; fishing),2,Exploitation/harvest,Driver,Human,Human,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,Q12,Q25.3_12,Management Practices,1,Management/restoration,Driver,Human,Human,Food,Food and feed,,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,Q12,Q25.3_12,Exploitation (hunting; fishing),2,Exploitation/harvest,Driver,Human,Human,Food,Food and feed,,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,Q12,Q25.3_1,Management Practices,1,Management/restoration,Driver,Human,Human,HabCreate,Habitat creation and maintenance,,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,Q12,Q25.3_1,Exploitation (hunting; fishing),2,Exploitation/harvest,Driver,Human,Human,HabCreate,Habitat creation and maintenance,,,
Local and broadscale landscape structure differentially impact predation of two potato pests,Werling,ECOLOGICAL APPLICATIONS,2010,LB,FALSE,final,Q12,Q25.3_10,Management Practices,1,Management/restoration,Driver,Human,Human,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
Routes to achieving sustainable intensification in simulated dairy farms: The importance of production efficiency and complimentary land uses,White,JOURNAL OF APPLIED ECOLOGY,2019,SDJ,FALSE,final,Q12,Q25.3_1,Land use change,1,Land use and land cover change,Driver,Human,Human,HabCreate,Habitat creation and maintenance,,,
Routes to achieving sustainable intensification in simulated dairy farms: The importance of production efficiency and complimentary land uses,White,JOURNAL OF APPLIED ECOLOGY,2019,SDJ,FALSE,final,Q12,Q25.3_10,Land use change,1,Land use and land cover change,Driver,Human,Human,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,land cover type,1,Land cover,OtherDriver,Environmental,Environmental,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,slope,2,Topography and position,OtherDriver,Environmental,Environmental,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,nutrient-supplying capacity of the soil,3,Soil physiochemical characteristics,OtherDriver,Environmental,Environmental,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,NDWI,4,Abiotic characteristics of the landscape: terrestrial,OtherDriver,Environmental,Environmental,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,silt proportion in topsoil,5,Soil physiochemical characteristics,OtherDriver,Environmental,Environmental,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,temp,6,Climate,OtherDriver,Environmental,Environmental,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,precipitation,7,Climate,OtherDriver,Environmental,Environmental,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,aspect,8,Topography and position,OtherDriver,Environmental,Environmental,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,slope,9,Topography and position,OtherDriver,Environmental,Environmental,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,elevation,10,Topography and position,OtherDriver,Environmental,Environmental,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q25.3_13,Land use change,1,Land use and land cover change,Driver,Human,Human,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q25.3_13,Population growth,2,Population growth and density,Driver,Human,Human,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q25.3_13,Management Practices,3,Management/restoration,Driver,Human,Human,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,land cover type,4,Land cover,OtherDriver,Environmental,Environmental,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,slope,5,Topography and position,OtherDriver,Environmental,Environmental,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,nutrient-supplying capacity of the soil,6,Soil physiochemical characteristics,OtherDriver,Environmental,Environmental,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,NDWI,7,Abiotic characteristics of the landscape: terrestrial,OtherDriver,Environmental,Environmental,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,silt proportion in topsoil,8,Soil physiochemical characteristics,OtherDriver,Environmental,Environmental,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,temp,9,Climate,OtherDriver,Environmental,Environmental,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,precipitation,10,Climate,OtherDriver,Environmental,Environmental,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,aspect,11,Topography and position,OtherDriver,Environmental,Environmental,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,slope,12,Topography and position,OtherDriver,Environmental,Environmental,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q17,elevation,13,Topography and position,OtherDriver,Environmental,Environmental,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,Q12,Q25,population density,14,Population growth and density,OtherDriver,Human,Human,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",Infilled ES from Driver where 'Other' specified
Reconciling opposing soil processes in row-crop agroecosystems via soil functional zone management,Williams,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,AK,FALSE,final,Q12,Q25.3_8,Land use change,1,Land use and land cover change,Driver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",I wasn't sure if type of tillage should be it's own driver or if it falls into Land use change or management so I selected all three. I also wasn't sure how to answer Q14 about Kremen topics because it measures function but not necessarily community structure.,,
Reconciling opposing soil processes in row-crop agroecosystems via soil functional zone management,Williams,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,AK,FALSE,final,Q12,Q25.3_8,Management Practices,2,Management/restoration,Driver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",I wasn't sure if type of tillage should be it's own driver or if it falls into Land use change or management so I selected all three. I also wasn't sure how to answer Q14 about Kremen topics because it measures function but not necessarily community structure.,,
Reconciling opposing soil processes in row-crop agroecosystems via soil functional zone management,Williams,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,AK,FALSE,final,Q12,Q25,Tillage system,3,Management/restoration,OtherDriver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",I wasn't sure if type of tillage should be it's own driver or if it falls into Land use change or management so I selected all three. I also wasn't sure how to answer Q14 about Kremen topics because it measures function but not necessarily community structure.,,Infilled ES from Driver where 'Other' specified
"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Woldegerima,URBAN ECOSYSTEMS,2017,JL,FALSE,final,Q12,Q25.4_4,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Woldegerima,URBAN ECOSYSTEMS,2017,JL,FALSE,final,Q12,Q25.4_1,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,HabCreate,Habitat creation and maintenance,,,
"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Woldegerima,URBAN ECOSYSTEMS,2017,JL,FALSE,final,Q12,Q25.4_8,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Woldegerima,URBAN ECOSYSTEMS,2017,JL,FALSE,final,Q12,Q17,slope,2,Topography and position,OtherDriver,Environmental,Environmental,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,Infilled ES from Driver where 'Other' specified
"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Woldegerima,URBAN ECOSYSTEMS,2017,JL,FALSE,final,Q12,Q17,aspect,3,Topography and position,OtherDriver,Environmental,Environmental,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,Infilled ES from Driver where 'Other' specified
"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Woldegerima,URBAN ECOSYSTEMS,2017,JL,FALSE,final,Q12,Q17,elevation,4,Topography and position,OtherDriver,Environmental,Environmental,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,Infilled ES from Driver where 'Other' specified
Abundance of urban male mosquitoes by green infrastructure types: implications for landscape design and vector management,Wong,LANDSCAPE ECOLOGY,2018,LD/TK,TRUE,final,Q12,Q25.3_10,Management Practices,1,Management/restoration,Driver,Human,Human,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]","LD: *** FOR Q9 -- **** delete the unclear or not specified and 1-10 km2***     vector mosquito species considered: Aedes aegyptib Yellow fever mosquito Chikungunya, dengue fever, West Nile virus, yellow fever, Zika Aedes albopictusa,b,c Asian tiger mosquito Chikungunya, dengue fever, Japanese encephalitis, West Nile virus, yellow fever, etc. Aedes japonicusb Asian bush mosquito Chikungunya, dengue fever, Japanese encephalitis, St Louis encephalitis, West Nile virus Anopheles jeyporiensisc – Filariasis, malaria Anopheles maculatus – Malaria Anopheles minimusc – Malaria Anopheles sinensis – Filariasis, malaria Culex fuscocephala – Japanese encephalitis Culex gelidus – Japanese encephalitis, West Nile virus Culex quinquefasciatusc Southern house mosquito Filariasis, Japanese encephalitis, St Louis encephalitis, West Nile virus Culex tritaeniorhynchus",,"Management factor is roof type (green, low elevation gardens [positive control] or bare roof [negative control])"
