Title,FirstAuthor,SourcePublication,PublicationYear,Init,doublerev,version,Q12_Response,varnum,Q12_Yclass,ES,fullES,Q18_SurveyNotes,Round1_Comments,Q12responses_qa_note
Different cutting regimes improve species and functional diversity of insect-pollinated plants in power-line clearings,Steinert,ECOSPHERE,2018,LB,FALSE,final,species evenness,2,Proxy for ES,Pollination,Pollination and dispersal of seeds or other propagules,,,
Different cutting regimes improve species and functional diversity of insect-pollinated plants in power-line clearings,Steinert,ECOSPHERE,2018,LB,FALSE,final,species diversity,3,Proxy for ES,Pollination,Pollination and dispersal of seeds or other propagules,,,
Different cutting regimes improve species and functional diversity of insect-pollinated plants in power-line clearings,Steinert,ECOSPHERE,2018,LB,FALSE,final,functional evenness,4,Proxy for ES,Pollination,Pollination and dispersal of seeds or other propagules,,,
Different cutting regimes improve species and functional diversity of insect-pollinated plants in power-line clearings,Steinert,ECOSPHERE,2018,LB,FALSE,final,functional dispersion,5,Proxy for ES,Pollination,Pollination and dispersal of seeds or other propagules,,,
Weed species structural and functional composition of okra fields and field periphery under different management intensities along the rural-urban gradient of two West African cities,Stenchly,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,SDJ,FALSE,final,okra yield,1,Proxy for ES,Food,Food and feed,"in this paper, weeds are discussed as have potentially positive impacts on okra yield",,
Weed species structural and functional composition of okra fields and field periphery under different management intensities along the rural-urban gradient of two West African cities,Stenchly,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,SDJ,FALSE,final,weed community structure,2,Proxy for ES,Food,Food and feed,"in this paper, weeds are discussed as have potentially positive impacts on okra yield",,
Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services,Sutter,JOURNAL OF APPLIED ECOLOGY,2018,TM,FALSE,final,Yield,1,ES,Food,Food and feed,,,
Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services,Sutter,JOURNAL OF APPLIED ECOLOGY,2018,TM,FALSE,final,Pest predation,1,ES,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services,Sutter,JOURNAL OF APPLIED ECOLOGY,2018,TM,FALSE,final,Pest parasitism,2,ES,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services,Sutter,JOURNAL OF APPLIED ECOLOGY,2018,TM,FALSE,final,Pollination potential,1,ES,Pollination,Pollination and dispersal of seeds or other propagules,,,
Stable nitrogen and carbon isotope ratios in wild native honeybees: the influence of land use and climate,Taki,BIODIVERSITY AND CONSERVATION,2017,TK,FALSE,final,isotope ratios,1,Proxy for ES,Pollination,Pollination and dispersal of seeds or other propagules,,,
Conservation tillage mitigates the negative effect of landscape simplification on biological control,Tamburini,JOURNAL OF APPLIED ECOLOGY,2016,LB,FALSE,final,predation index,1,ES,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
Conservation tillage mitigates the negative effect of landscape simplification on biological control,Tamburini,JOURNAL OF APPLIED ECOLOGY,2016,LB,FALSE,final,parasitism rate,2,ES,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
Pollination benefits are maximized at intermediate nutrient levels,Tamburini,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2017,TK/KCG,TRUE,final,sunflower yield,1,ES,Pollination,Pollination and dispersal of seeds or other propagules,,,Response: more complete answer (but both KCG and TK agree it's yield); Yclass: CTW reviewed inconsistent answers
An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Tarszisz,CONSERVATION PHYSIOLOGY,2018,JL/TK,TRUE,final,likelihood of seed dispersal in given locations,1,ES,Pollination,Pollination and dispersal of seeds or other propagules,,,CTW reviewed inconsistent answers
Mapping social-ecological vulnerability to inform local decision making,Thiault,CONSERVATION BIOLOGY,2018,CW,FALSE,final,Socio-ecological vulnerability,1,Proxy for ES,Food,Food and feed,"Paper talks about feedbacks but doesn't measure them directly. The way Q12 is structured doesn't seem well suited to capture studies like this one that provide wall-to-wall maps of ES's/resilience/vulnerability. Because it's a spatial study, it inherently addresses scale, but it's also tricky to answer Q9 for this (e.g. there are no ""plots""). Ecological vulnerability and social vulnerability are not correlated in the same way consistently across space. The authors use indices for all three response variables of interest (socio-ecological vulnerability, ecol. vulnerability, and social vulnerability) with multiple factors underlying those indices. Ecological resilience index is based on a normalized ""intrinsic vulnerability to fishing index"" [from another model] and fish assemblage data; socio indices based on 11 indicator that they lumped into 5 components (spatial mobility, materials assets, occupational mobility, attachment, and education). All response indices are on a 0 to 1 (low to high) scale. A reader would have to dig into the supplemental material and references to fully understand how and which data are used, how models work, etc.",,
Mapping social-ecological vulnerability to inform local decision making,Thiault,CONSERVATION BIOLOGY,2018,CW,FALSE,final,Social vulnerability,2,Proxy for ES,Food,Food and feed,"Paper talks about feedbacks but doesn't measure them directly. The way Q12 is structured doesn't seem well suited to capture studies like this one that provide wall-to-wall maps of ES's/resilience/vulnerability. Because it's a spatial study, it inherently addresses scale, but it's also tricky to answer Q9 for this (e.g. there are no ""plots""). Ecological vulnerability and social vulnerability are not correlated in the same way consistently across space. The authors use indices for all three response variables of interest (socio-ecological vulnerability, ecol. vulnerability, and social vulnerability) with multiple factors underlying those indices. Ecological resilience index is based on a normalized ""intrinsic vulnerability to fishing index"" [from another model] and fish assemblage data; socio indices based on 11 indicator that they lumped into 5 components (spatial mobility, materials assets, occupational mobility, attachment, and education). All response indices are on a 0 to 1 (low to high) scale. A reader would have to dig into the supplemental material and references to fully understand how and which data are used, how models work, etc.",,
Mapping social-ecological vulnerability to inform local decision making,Thiault,CONSERVATION BIOLOGY,2018,CW,FALSE,final,ecological vulnerability,3,Proxy for ES,Food,Food and feed,"Paper talks about feedbacks but doesn't measure them directly. The way Q12 is structured doesn't seem well suited to capture studies like this one that provide wall-to-wall maps of ES's/resilience/vulnerability. Because it's a spatial study, it inherently addresses scale, but it's also tricky to answer Q9 for this (e.g. there are no ""plots""). Ecological vulnerability and social vulnerability are not correlated in the same way consistently across space. The authors use indices for all three response variables of interest (socio-ecological vulnerability, ecol. vulnerability, and social vulnerability) with multiple factors underlying those indices. Ecological resilience index is based on a normalized ""intrinsic vulnerability to fishing index"" [from another model] and fish assemblage data; socio indices based on 11 indicator that they lumped into 5 components (spatial mobility, materials assets, occupational mobility, attachment, and education). All response indices are on a 0 to 1 (low to high) scale. A reader would have to dig into the supplemental material and references to fully understand how and which data are used, how models work, etc.",,
Late flowering time enhances insect pollination of turnip rape,Toivonen,JOURNAL OF APPLIED ECOLOGY,2019,TM,FALSE,final,Yield,1,ES,Food,Food and feed,,,
Late flowering time enhances insect pollination of turnip rape,Toivonen,JOURNAL OF APPLIED ECOLOGY,2019,TM,FALSE,final,Flower visits,1,ES,Pollination,Pollination and dispersal of seeds or other propagules,,,
The spatial organization of ecosystem services in river-floodplains,Tomscha,ECOSPHERE,2017,CK,FALSE,final,aboveground carbon storage,1,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
The spatial organization of ecosystem services in river-floodplains,Tomscha,ECOSPHERE,2017,CK,FALSE,final,paddle routes,1,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",,,
The spatial organization of ecosystem services in river-floodplains,Tomscha,ECOSPHERE,2017,CK,FALSE,final,orchard and forage production,1,ES,Food,Food and feed,,,
The spatial organization of ecosystem services in river-floodplains,Tomscha,ECOSPHERE,2017,CK,FALSE,final,fish capacity,1,ES,HabCreate,Habitat creation and maintenance,,,
The spatial organization of ecosystem services in river-floodplains,Tomscha,ECOSPHERE,2017,CK,FALSE,final,fish habitat,2,ES,HabCreate,Habitat creation and maintenance,,,
"Urban form, biodiversity potential and ecosystem services",Tratalos,LANDSCAPE AND URBAN PLANNING,2007,AK,FALSE,final,percent tree cover,1,Proxy for ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],"I wasn't sure if urban form should go under land use change, population growth or other. They looked at population density",,
"Urban form, biodiversity potential and ecosystem services",Tratalos,LANDSCAPE AND URBAN PLANNING,2007,AK,FALSE,final,surface run-off,1,ES,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]","I wasn't sure if urban form should go under land use change, population growth or other. They looked at population density",,
"Urban form, biodiversity potential and ecosystem services",Tratalos,LANDSCAPE AND URBAN PLANNING,2007,AK,FALSE,final,habitat cover,1,Proxy for ES,HabCreate,Habitat creation and maintenance,"I wasn't sure if urban form should go under land use change, population growth or other. They looked at population density",,
"Urban form, biodiversity potential and ecosystem services",Tratalos,LANDSCAPE AND URBAN PLANNING,2007,AK,FALSE,final,habitat patch size,2,Proxy for ES,HabCreate,Habitat creation and maintenance,"I wasn't sure if urban form should go under land use change, population growth or other. They looked at population density",,
Effects of habitat loss on the plant-flower visitor network structure of a dune community,Traveset,OIKOS,2018,SDJ,FALSE,final,flower visits,1,Proxy for ES,Pollination,Pollination and dispersal of seeds or other propagules,,,
Balancing yield with resilience and conservation objectives in harvested predator-prey communities,Tromeur,OIKOS,2017,KCG,FALSE,final,fish yield,1,Proxy for ES,Food,Food and feed,,,
Riparian buffer growth and soil nitrate supply are affected by tree species selection and black plastic mulching,Truax,ECOLOGICAL ENGINEERING,2017,CK,FALSE,final,Nitrate supply rate,1,,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
"Partitioning spatial, environmental, and community drivers of ecosystem functioning",Truchy,LANDSCAPE ECOLOGY,2019,CW,FALSE,final,Total variation in functional matrix,1,EF,HabCreate,Habitat creation and maintenance,"Variance partitioning paper.. hard to map that on to Q12. There was no direction of effects. Paper reported how much variability each explanatory component accounted for in the data, both within region, and jointly across regions. Notes on physio-chemical environmental variables used (copied verbatim from Appendix 1 in the supplement): Physical (including slope, water depth, stream width, temperature and flow) and chemical (alkalinity, pH, conductivity, TOC, turbidity, nutrients and oxygen saturation, among others) characteristics, measured at the sampling location (local scale; in blue) or at the catchment scales (regional scale; in black) are reported1. The Dundee Hydrological Regime Assessment Method (DHRAM, (Black et al. 2005)) generated 19 parameters characterising the extent of alterations to the hydrological regimes",,
"Partitioning spatial, environmental, and community drivers of ecosystem functioning",Truchy,LANDSCAPE ECOLOGY,2019,CW,FALSE,final,Invertebrate traits,1,EF,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]","Variance partitioning paper.. hard to map that on to Q12. There was no direction of effects. Paper reported how much variability each explanatory component accounted for in the data, both within region, and jointly across regions. Notes on physio-chemical environmental variables used (copied verbatim from Appendix 1 in the supplement): Physical (including slope, water depth, stream width, temperature and flow) and chemical (alkalinity, pH, conductivity, TOC, turbidity, nutrients and oxygen saturation, among others) characteristics, measured at the sampling location (local scale; in blue) or at the catchment scales (regional scale; in black) are reported1. The Dundee Hydrological Regime Assessment Method (DHRAM, (Black et al. 2005)) generated 19 parameters characterising the extent of alterations to the hydrological regimes",,
"Partitioning spatial, environmental, and community drivers of ecosystem functioning",Truchy,LANDSCAPE ECOLOGY,2019,CW,FALSE,final,fish traits,2,EF,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]","Variance partitioning paper.. hard to map that on to Q12. There was no direction of effects. Paper reported how much variability each explanatory component accounted for in the data, both within region, and jointly across regions. Notes on physio-chemical environmental variables used (copied verbatim from Appendix 1 in the supplement): Physical (including slope, water depth, stream width, temperature and flow) and chemical (alkalinity, pH, conductivity, TOC, turbidity, nutrients and oxygen saturation, among others) characteristics, measured at the sampling location (local scale; in blue) or at the catchment scales (regional scale; in black) are reported1. The Dundee Hydrological Regime Assessment Method (DHRAM, (Black et al. 2005)) generated 19 parameters characterising the extent of alterations to the hydrological regimes",,
"Partitioning spatial, environmental, and community drivers of ecosystem functioning",Truchy,LANDSCAPE ECOLOGY,2019,CW,FALSE,final,invertebrate abundances,3,EF,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]","Variance partitioning paper.. hard to map that on to Q12. There was no direction of effects. Paper reported how much variability each explanatory component accounted for in the data, both within region, and jointly across regions. Notes on physio-chemical environmental variables used (copied verbatim from Appendix 1 in the supplement): Physical (including slope, water depth, stream width, temperature and flow) and chemical (alkalinity, pH, conductivity, TOC, turbidity, nutrients and oxygen saturation, among others) characteristics, measured at the sampling location (local scale; in blue) or at the catchment scales (regional scale; in black) are reported1. The Dundee Hydrological Regime Assessment Method (DHRAM, (Black et al. 2005)) generated 19 parameters characterising the extent of alterations to the hydrological regimes",,
"Partitioning spatial, environmental, and community drivers of ecosystem functioning",Truchy,LANDSCAPE ECOLOGY,2019,CW,FALSE,final,fish abundances,4,EF,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]","Variance partitioning paper.. hard to map that on to Q12. There was no direction of effects. Paper reported how much variability each explanatory component accounted for in the data, both within region, and jointly across regions. Notes on physio-chemical environmental variables used (copied verbatim from Appendix 1 in the supplement): Physical (including slope, water depth, stream width, temperature and flow) and chemical (alkalinity, pH, conductivity, TOC, turbidity, nutrients and oxygen saturation, among others) characteristics, measured at the sampling location (local scale; in blue) or at the catchment scales (regional scale; in black) are reported1. The Dundee Hydrological Regime Assessment Method (DHRAM, (Black et al. 2005)) generated 19 parameters characterising the extent of alterations to the hydrological regimes",,
"Perennial, species-rich wildflower strips enhance pest control and crop yield",Tschumi,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,LD,FALSE,final,crop yield,1,ES,Food,Food and feed,,,
"Perennial, species-rich wildflower strips enhance pest control and crop yield",Tschumi,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,LD,FALSE,final,wildflower strips,1,,HabCreate,Habitat creation and maintenance,,,
"Perennial, species-rich wildflower strips enhance pest control and crop yield",Tschumi,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,LD,FALSE,final,crop damage,1,"ES,Proxy for ES",PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
"Perennial, species-rich wildflower strips enhance pest control and crop yield",Tschumi,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,LD,FALSE,final,cereal leaf beetle density,2,"ES,Proxy for ES",PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
"Perennial, species-rich wildflower strips enhance pest control and crop yield",Tschumi,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,LD,FALSE,final,cereal leaf beetle larvae,3,"ES,Proxy for ES",PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
"Perennial, species-rich wildflower strips enhance pest control and crop yield",Tschumi,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,LD,FALSE,final,cereal leaf beetle eggs,4,"ES,Proxy for ES",PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
Predation-mediated ecosystem services and disservices in agricultural landscapes,Tschumi,ECOLOGICAL APPLICATIONS,2018,CK,FALSE,final,weed seed predation,1,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
Belowground response of prairie restoration and resiliency to drought,Upton,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2018,TK,FALSE,final,resilience,1,,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,,
Belowground response of prairie restoration and resiliency to drought,Upton,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2018,TK,FALSE,final,soil enzyme levels,1,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
Influence of land use on water quality in a tropical landscape: a multi-scale analysis,Uriarte,LANDSCAPE ECOLOGY,2011,AK,FALSE,final,turbidity and dissolved oxygen,1,Proxy for ES,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",effects of land use on response variables varied depending on the land use type and metric. They also looked at fecal waste but didn't have space to include it in the table (also mixed relationships),"Water filtration and land use cover, spatial heterogeneity.",
Influence of land use on water quality in a tropical landscape: a multi-scale analysis,Uriarte,LANDSCAPE ECOLOGY,2011,AK,FALSE,final,nitrogen concentration,2,Proxy for ES,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",effects of land use on response variables varied depending on the land use type and metric. They also looked at fecal waste but didn't have space to include it in the table (also mixed relationships),"Water filtration and land use cover, spatial heterogeneity.",
New Forests from the Twentieth Century are a Relevant Contribution for C Storage in the Iberian Peninsula,Vila-Cabrera,ECOSYSTEMS,2017,TM,FALSE,final,Carbon stock,1,EF,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
New Forests from the Twentieth Century are a Relevant Contribution for C Storage in the Iberian Peninsula,Vila-Cabrera,ECOSYSTEMS,2017,TM,FALSE,final,growth rates,2,EF,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
Intra- and interspecific differences in nutrient recycling by European freshwater fish,Villeger,FRESHWATER BIOLOGY,2012,CK,FALSE,final,N and P excretion rates,1,,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,fish nutrient recycling as a function,
"Influence of Groundcover Vegetation, Soil Physicochemical Properties, and Irrigation Practices on Soil Fungi in Semi-arid Vineyards",Vukicevich,FRONTIERS IN ECOLOGY AND EVOLUTION,2019,CW,FALSE,final,Abundance of fungal pathogen,1,EF,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]","Authors also looked at effects of time on fungal abundances but nowhere to record that. Results truly are mixed. For example, beneficial fungi abundance increases with time (within grasses and legumes), soil organic matter, is negatively affected by exotic plant cover. Pathogen fungi abundance negatively affected by grass cover.","relationship between plant community functional characteristics, soil factors, and irrigation management and soil fungus abundance in vineyards",
"Influence of Groundcover Vegetation, Soil Physicochemical Properties, and Irrigation Practices on Soil Fungi in Semi-arid Vineyards",Vukicevich,FRONTIERS IN ECOLOGY AND EVOLUTION,2019,CW,FALSE,final,abundance of beneficial fungi,2,EF,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]","Authors also looked at effects of time on fungal abundances but nowhere to record that. Results truly are mixed. For example, beneficial fungi abundance increases with time (within grasses and legumes), soil organic matter, is negatively affected by exotic plant cover. Pathogen fungi abundance negatively affected by grass cover.","relationship between plant community functional characteristics, soil factors, and irrigation management and soil fungus abundance in vineyards",
Flood Water Hydrochemistry Patterns Suggest Floodplain Sink Function for Dissolved Solids from the Songkhram Monsoon River (Thailand),Walalite,WETLANDS,2016,IS,FALSE,final,dissolved solids,1,EF,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,,
Flood Water Hydrochemistry Patterns Suggest Floodplain Sink Function for Dissolved Solids from the Songkhram Monsoon River (Thailand),Walalite,WETLANDS,2016,IS,FALSE,final,nutrients,2,EF,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,,
Global warming affects the occurrence of stem borers in ecological engineering-based diversified farming ecosystems,Wan,ECOLOGICAL ENGINEERING,2017,AIS,FALSE,final,number of borers,1,,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,"CTW re-evaluated article for Q8; LD: a bit unclear what was measured, maybe a disservice?",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Gas regulation,1,"ES,EF",AQReg,"Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]","Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Climate regulation,1,"ES,EF",ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],"Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Recreation and culture,1,"ES,EF",CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]","Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Food,1,"ES,EF",Food,Food and feed,"Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Water supply,1,"ES,EF",freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]","Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,biodiversity protection,1,"ES,EF",HabCreate,Habitat creation and maintenance,"Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Raw material,1,"ES,EF",Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]","Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,Soil formation and retention,1,"ES,EF",SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]","Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Wang,CHEMISTRY AND ECOLOGY,2017,GV,FALSE,final,waste treatment,2,"ES,EF",SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]","Looked at overall benefit/value ($) over time given land use change, did not look specifically at each service individually.","Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Carbon sequestration,1,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Water yield,1,ES,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,,
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Crop production,1,ES,Food,Food and feed,,,
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Habitat quality,1,Proxy for ES,HabCreate,Habitat creation and maintenance,,,
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Soil retention,1,Proxy for ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
"Linking ecosystem services supply, social demand and human well-being in a typical mountain-oasis-desert area, Xinjiang, China",Wei,ECOSYSTEM SERVICES,2018,TM,FALSE,final,Sand fixation,2,Proxy for ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,dive tourism,1,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,total fish biomass,2,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,fish functional group biodiversity,3,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,sea turtle and shark biomass,4,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,fish yield,1,ES,Food,Food and feed,,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,marine trophic index,2,ES,Food,Food and feed,,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,total value of catch,3,ES,Food,Food and feed,,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,coral cover,1,ES,HabCreate,Habitat creation and maintenance,,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,fleshy algal cover,2,ES,HabCreate,Habitat creation and maintenance,,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,trophic level of fish community,3,ES,HabCreate,Habitat creation and maintenance,,,
Evaluating management strategies to optimise coral reef ecosystem services,Weijerman,JOURNAL OF APPLIED ECOLOGY,2018,KCG,FALSE,final,herbivore fish biomass,4,ES,HabCreate,Habitat creation and maintenance,,,
