assess_date,exclude,doublerev,ResponseId,Init,Title,GenInfo,SurveyNotes,KremenNotes,KT_None,Response,KT_ESPs,Driver_Bio,flag_otherBio,OtherDriver_Bio,ESP_type,KT_Community_structure,flag_KTstructure,flag_structure_explanation,FirstAuthor,SourcePublication,PublicationYear,Abstract
2020-04-18,Keep,FALSE,R_2tznpl4ftHu3Krw,JL,Both rare and common species support ecosystem services in scavenger communities,,,,0,carrion consumption rate,1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species],Across species  [e.g. community structure, diversity]",0,TRUE,Not checked; ESP type or keywords suggest structure,Mateo-Tomas,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2017,"Aim: Recent works on biodiversity-ecosystem functioning (BEF) relationships highlight abundance fluctuations of common species as more important for delivering ecosystem services than changes in species richness and composition in real-world ecosystems. However, evidence on BEF relationships in natural ecosystems is still limited, especially for large vertebrates. Here, we aimed to disentangle the relative roles of species richness, composition and abundance of vertebrate scavenger communities in the ecological process of carcass elimination, a pivotal ecosystem service, in natural ecosystems. We evaluated the variability in the scavenging function across ecosystems, and examined the factors explaining it. Location: Nine natural ecosystems, seven in Europe and two in Africa. Major taxa studied: Vertebrates. Time period: 2006-2013. Methods: We obtained BEF relationships from vertebrate scavengers consuming ungulate carcasses monitored through motion-triggered remote cameras. We used the Price equation to tease out the relative roles of species richness, composition and abundance in the scavenging efficiency of vertebrates. Results: We recorded 46 vertebrate scavenging species, 30 in Spain and 16 in South Africa. Two main patterns drove BEF relationships. Species richness and composition drove carcass consumption in ecosystems where functionally dominant scavengers were rare, whilst context dependent effects (including species abundance) did so where functionally dominant species were common. Contrastingly to previous studies, abundance fluctuations in vertebrate scavengers were not exclusively related to common species but to the specialization of obligate scavengers (i.e., Gyps vultures) to rapidly gather at carcasses and to the top-down control exerted by large predators. Main conclusions: Rare and threatened species such as vultures and top predators become functionally key species in scavenging processes, highlighting that the delivery of ecosystem services still stands as a general argument for biodiversity conservation in vertebrate communities. Human persecution of vultures and top predators worldwide is expected to alter ecosystem functioning and services such as nutrient recycling or disease control."
2020-04-18,Keep,FALSE,R_1mI3PjUP02Mv2LX,JL,Butterfly-plant network in urban landscape: Implication for conservation and urban greening,,,,0,butterfly presence/abundance,1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species],Across species  [e.g. community structure, diversity],Among species [e.g., species interactions]",0,TRUE,Not checked; ESP type or keywords suggest structure,Mukherjee,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,2018,"Butterflies (Insects: Lepidoptera) contribute to the ecosystem services and thereby qualify as a group deserving conservation effort. Information on the butterfly-plant links is used as a foundation to sustain population and enhance conservation and management. Thus, in the present study, the structure of a butterfly-plant network in an urban landscape like Kolkata, India, was deciphered highlighting metrics like degree distribution, nestedness, and interaction strength and specialization index. A total of forty eight butterfly species associated with thirty different angiosperm plant species were observed during the study period of one year. While Lantana camara was observed to be the dominant plant species with 37 links to different butterflies, the Catopsilia pyranthe butterfly species was dominant in terms of the generalist pattern of links (21 links) with the plants. Differential ability of the shrubs and herbs in the sustenance of the butterflies was reflected in the network indices using the herbs and the shrubs, separately. In urban landscapes with restricted variety of flowering plants, an estimate of relative strength of interactions enables identification and further use of the concerned species in sustaining butterfly populations. In accordance with these propositions, the butterfly-plant network illustrated in the present instance may prove useful in selection of plant species required for the enhancement of population of desired butterfly species in urban areas like Kolkata, India."
2020-04-18,Keep,FALSE,R_3COsBpr7qPSk0pE,LB,Can landscape-scale approaches to conservation management resolve biodiversity-ecosystem service trade-offs?,,,,0,"Carbon storage,Timber value,aesthetic value,recreational value",0,Service Provider (Q17),FALSE,,Only land cover or habitat type as proxy,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Cordingley,JOURNAL OF APPLIED ECOLOGY,2016,"Conservation management is increasingly being required to support both the provision of ecosystem services and maintenance of biodiversity. However, trade-offs can occur between biodiversity and ecosystems services. We examine whether such trade-offs can be resolved through landscape-scale approaches to management. We analysed the biodiversity value and provision of selected ecosystem services (carbon storage, recreation, aesthetic and timber value) on patches of lowland heathland in the southern English county of Dorset. We used transition matrices of vegetation dynamics across 112 heathland patches to forecast biodiversity and ecosystem service provision on patches of different sizes over a 27-year timeline. Management scenarios simulated the removal of scrub and woodland and compared (i) no management (NM); (ii) all heaths managed equally (AM); and management focused on (iii) small heaths (SM) and (iv) large heaths (LM). Results highlighted a number of trade-offs. Whereas biodiversity values were significantly lower in woodland than in dry and humid heath, timber, carbon storage and aesthetic values were highest in woodland. While recreation value was positively related to dry heath area, it was negatively related to woodland area. Multicriteria analysis ranked NM highest for aesthetic value, carbon storage and timber value. In contrast, SM ranked highest for recreation and LM highest for biodiversity value. In no scenario did the current site-based approach to management (AM) rank highest.Synthesis and applications. Biodiversity-ecosystem service trade-offs are reported in lowland heathland, an ecosystem type of high conservation value. Trade-offs can be addressed through a landscape-scale approach to management, by varying interventions according to heathland patch size. Specifically, if management for biodiversity conservation is focused on larger patches, the aesthetic, carbon storage and timber value of smaller patches would increase, as a result of woody succession. In this way, individual heathland patches of either relatively high biodiversity value or high value for provision of ecosystem services could both potentially be delivered at the landscape scale."
2020-04-18,Keep,TRUE,R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,,,,0,"plant productivity,soil organic matter,salinity",0,Other,FALSE,plant productivity,,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Osland,GLOBAL CHANGE BIOLOGY,2018,"Coastal wetlands are among the most productive and carbon-rich ecosystems on Earth. Long-term carbon storage in coastal wetlands occurs primarily belowground as soil organic matter (SOM). In addition to serving as a carbon sink, SOM influences wetland ecosystem structure, function, and stability. To anticipate and mitigate the effects of climate change, there is a need to advance understanding of environmental controls on wetland SOM. Here, we investigated the influence of four soil formation factors: climate, biota, parent materials, and topography. Along the northern Gulf of Mexico, we collected wetland plant and soil data across elevation and zonation gradients within 10 estuaries that span broad temperature and precipitation gradients. Our results highlight the importance of climate-plant controls and indicate that the influence of elevation is scale and location dependent. Coastal wetland plants are sensitive to climate change; small changes in temperature or precipitation can transform coastal wetland plant communities. Across the region, SOM was greatest in mangrove forests and in salt marshes dominated by graminoid plants. SOM was lower in salt flats that lacked vascular plants and in salt marshes dominated by succulent plants. We quantified strong relationships between precipitation, salinity, plant productivity, and SOM. Low precipitation leads to high salinity, which limits plant productivity and appears to constrain SOM accumulation. Our analyses use data from the Gulf of Mexico, but our results can be related to coastal wetlands across the globe and provide a foundation for predicting the ecological effects of future reductions in precipitation and freshwater availability. Coastal wetlands provide many ecosystem services that are SOM dependent and highly vulnerable to climate change. Collectively, our results indicate that future changes in SOM and plant productivity, regulated by cascading effects of precipitation on freshwater availability and salinity, could impact wetland stability and affect the supply of some wetland ecosystem services."
2020-04-18,Keep,TRUE,R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,,,,0,soil organic matter,1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Osland,GLOBAL CHANGE BIOLOGY,2018,"Coastal wetlands are among the most productive and carbon-rich ecosystems on Earth. Long-term carbon storage in coastal wetlands occurs primarily belowground as soil organic matter (SOM). In addition to serving as a carbon sink, SOM influences wetland ecosystem structure, function, and stability. To anticipate and mitigate the effects of climate change, there is a need to advance understanding of environmental controls on wetland SOM. Here, we investigated the influence of four soil formation factors: climate, biota, parent materials, and topography. Along the northern Gulf of Mexico, we collected wetland plant and soil data across elevation and zonation gradients within 10 estuaries that span broad temperature and precipitation gradients. Our results highlight the importance of climate-plant controls and indicate that the influence of elevation is scale and location dependent. Coastal wetland plants are sensitive to climate change; small changes in temperature or precipitation can transform coastal wetland plant communities. Across the region, SOM was greatest in mangrove forests and in salt marshes dominated by graminoid plants. SOM was lower in salt flats that lacked vascular plants and in salt marshes dominated by succulent plants. We quantified strong relationships between precipitation, salinity, plant productivity, and SOM. Low precipitation leads to high salinity, which limits plant productivity and appears to constrain SOM accumulation. Our analyses use data from the Gulf of Mexico, but our results can be related to coastal wetlands across the globe and provide a foundation for predicting the ecological effects of future reductions in precipitation and freshwater availability. Coastal wetlands provide many ecosystem services that are SOM dependent and highly vulnerable to climate change. Collectively, our results indicate that future changes in SOM and plant productivity, regulated by cascading effects of precipitation on freshwater availability and salinity, could impact wetland stability and affect the supply of some wetland ecosystem services."
2020-04-18,Keep,FALSE,R_tDOoGqw4GF8f93H,JL,Combined effects of agrochemicals and ecosystem services on crop yield across Europe,,"Although I declared no measured feedbacks, this is a complicated structured analysis, and there are certainly relationships between multiple services (or disservices), like pest control (aphids) and crop yield; aphids could thus be considered an ESP and an ES (or disservice)",,0,"aphid growth,winter wheat yield",1,"Other,Service Provider (Q17)",FALSE,"Service provider(yield)=aphid growth, Service provider(aphid)=rove beetles;wolf spiders;vegetation-dwelling predators , Other= biocontrol index, ","Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Gagic,ECOLOGY LETTERS,2017,"Simultaneously enhancing ecosystem services provided by biodiversity below and above ground is recommended to reduce dependence on chemical pesticides and mineral fertilisers in agriculture. However, consequences for crop yield have been poorly evaluated. Above ground, increased landscape complexity is assumed to enhance biological pest control, whereas below ground, soil organic carbon is a proxy for several yield-supporting services. In a field experiment replicated in 114 fields across Europe, we found that fertilisation had the strongest positive effect on yield, but hindered simultaneous harnessing of below- and above-ground ecosystem services. We furthermore show that enhancing natural enemies and pest control through increasing landscape complexity can prove disappointing in fields with low soil services or in intensively cropped regions. Thus, understanding ecological interdependences between land use, ecosystem services and yield is necessary to promote more environmentally friendly farming by identifying situations where ecosystem services are maximised and agrochemical inputs can be reduced."
2020-04-18,Keep,FALSE,R_zT1MccZwcFDjW3n,KCG,"Community structure dynamics and carbon stock change of rehabilitated mangrove forests in Sulawesi, Indonesia","Compared carbon stock in two mangrove sites, one which had been rehabilitated for 10 yrs, and one not rehabilitated ",,,0,"Carbon stocks, nitrogen,soil carbon,biomass",0,Other,FALSE,,Only land cover or habitat type as proxy,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Cameron,ECOLOGICAL APPLICATIONS,2019,"To date, discourse associated with the potential application of ""blue carbon"" within real-world carbon markets has focused on blue carbon as a mitigation strategy in the context of avoided deforestation (e.g., REDD+). Here, we report structural dynamics and carbon storage gains from mangrove sites that have undergone rehabilitation to ascertain whether reforestation can complement conservation activities and warrant project investment. Replicated sites at two locations with contrasting geomorphic conditions were selected, Tiwoho and Tanakeke on the island of Sulawesi, Indonesia. These locations are representative of high (Tiwoho, deep muds and silty substrates) and low (Tanakeke, shallow, coralline sands) productivity mangrove ecosystems. They share a similar management history of clearing and conversion for aquaculture before restorative activities were undertaken using the practice of Ecological Mangrove Rehabilitation (EMR). Species diversity and mean biomass carbon storage gains after 10 yr of regrowth from the high productivity sites of Tiwoho (49.2 +/- 9.1 Mg C center dot ha(-1)center dot yr(-1)) are already almost of one-third of mean biomass stocks exhibited by mature forests (167.8 +/- 30.3 Mg C center dot ha(-1)center dot yr(-1)). Tiwoho's EMR sites, on average, will have offset all biomass C that was initially lost through conversion within the next 11 yr, a finding in marked contrast to the minimal carbon gains observed on the low productivity, low diversity, coral atoll EMR sites of Tanakeke (1.1 +/- 0.4 Mg C center dot ha(-1)center dot yr(-1)). These findings highlight the importance of geomorphic and biophysical site selection if the primary purpose of EMR is intended to maximize carbon sequestration gains."
2020-04-18,Keep,FALSE,R_2s7TTJlvh3tAHc2,LB,Conservation tillage mitigates the negative effect of landscape simplification on biological control,,,,0,"predation index , parasitism rate",1,Service Provider (Q17),TRUE,"abundance of carabid beetles, abundance of cursorial spiders, abundance of vegetation-dwelling predators","Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Tamburini,JOURNAL OF APPLIED ECOLOGY,2016,"Biological pest control is a key ecosystem service, and it depends on multiple factors acting from the local to the landscape scale. However, the effects of soil management on biological control and its potential interaction with landscape are still poorly understood. In a field exclusion experiment, we explored the relative effect of tillage system (conservation vs. conventional tillage) on aphid biological control in 15 pairs of winter cereal fields (barley and wheat) selected along a gradient of landscape complexity. We sampled the abundance of the main natural enemy guilds, and we evaluated their relative contribution to aphid predation and parasitism. Conservation tillage was found to support more abundant predator communities and higher aphid predation (16% higher than in the fields managed under conventional tillage). In particular, both the abundance and the aphid predation of vegetation- and ground-dwelling arthropods were increased under conservation tillage conditions. Conservation tillage also increased the parasitism rate of aphids. A high proportion of semi-natural habitats in the landscape enhanced both aphid parasitism and predation by vegetation-dwelling organisms but only in the fields managed under conventional tillage. The better local habitat quality provided by conservation tillage may compensate for a low-quality landscape. Synthesis and applications. Our study stresses the importance of considering both soil management and landscape composition when planning strategies to maximize biological control services in agro-ecosystems, highlighting the role played by conservation tillage in supporting natural enemy communities. In simple landscapes, the adoption of conservation tillage will locally improve biological control provided by both predators and parasitoids mitigating the negative effects of landscape simplification. Moreover, considering the small scale at which both predation and parasitism responded to landscape composition, a successful strategy to improve biological control would be to establish a fine mosaic of crop and non-crop areas such as hedgerows, tree lines and small semi-natural habitat patches."
2020-04-18,Keep,FALSE,R_1gqr2d1b2MW2dSp,NBD,Constructing more informative plant-pollinator networks: visitation and pollen deposition networks in a heathland plant community,Used pollinator visitation data and pollen deposition to create visitation networks (model),,,0,"Pollinator visitation (identity of pollinator, number of visitors),pollen deposition (grains)",1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Ballantyne,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,"Interaction networks are widely used as tools to understand plant pollinator communities, and to examine potential threats to plant diversity and food security if the ecosystem service provided by pollinating animals declines. However, most networks to date are based on recording visits to flowers, rather than recording dearly defined effective pollination events. Here we provide the first networks that explicitly incorporate measures of pollinator effectiveness (PE) from pollen deposition on stigmas per visit, and pollinator importance (PI) as the product of PE and visit frequency. These more informative networks, here produced for a low diversity heathland habitat, reveal that plant pollinator interactions are more specialized than shown in most previous studies. At the studied site, the spedalization index H-2' was lower for the visitation network than the PE network, which was in turn lower than H-2' for the PI network Our study shows that collecting PE data is feasible for community-level studies in low diversity communities and that including information about PE can change the structure of interaction networks. This could have important consequences for our understanding of threats to pollination systems."
2020-04-18,Keep,FALSE,R_2YtYQ36LbvkHsoP,AIS,Context-dependent effects of freshwater mussels on stream benthic communities,,,,0,"organic matter, chlorophyll a,number of invertabrates",1,Service Provider (Q17),TRUE,freshwater mussels,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Spooner,FRESHWATER BIOLOGY,2006,"1. We asked whether unionid mussels influence the distribution and abundance of co-occurring benthic algae and invertebrates. In a yearlong field enclosure experiment in a south-central U.S. river, we examined the effects of living mussels versus sham mussels (shells filled with sand) on periphyton and invertebrates in both the surrounding sediment and on mussel shells. We also examined differences between two common unionid species, Actinonaias ligamentina (Lamarck 1819) and Amblema plicata (Say 1817). 2. Organic matter concentrations and invertebrate densities in the sediment surrounding mussels were significantly higher in treatments with live mussels than treatments with sham mussels or sediment alone. Organic matter was significantly higher in the sediment surrounding Actinonaias than that surrounding Amblema. Actinonaias was more active than Amblema and may have increased benthic organic matter through bioturbation. 3. Living mussels increased the abundance of periphyton on shells and the abundance and richness of invertebrates on shells, whereas effects of sham mussels were similar to sediment alone. Differences in the amount of periphyton growing on the shells of the two mussel species reflected differences in mussel activity and shell morphology. 4. Differences between living and sham mussel treatments indicate that biological activities of mussels provide ecosystem services to the benthic community beyond the physical habitat provided by shells alone. In treatments containing live mussels we found significant correlations between organic matter and chlorophyll a concentrations in the sediment, organic matter concentrations and invertebrate abundance in the sediment and the amount of chlorophyll a on the sediment and invertebrate abundance. There were no significant correlations among these response variables in control treatments. Thus, in addition to providing biogenic structure as habitat, mussels likely facilitate benthic invertebrates by altering the availability of resources (algae and organic matter) through nutrient excretion and biodeposition. 5. Effects of mussels on sediment and shell periphyton concentrations, organic matter concentrations and invertebrate abundance, varied seasonally, and were strongest in late summer during periods of low water volume, low flow, and high water temperature. 6. Our study demonstrates that freshwater mussels can strongly influence the co-occurring benthic community, but that effects of mussels are context-dependent and may vary among species."
