assess_date,newcase,doublerev,ResponseId,Init,Title,GenInfo,MethodsNotes,Observational,Experimental,Model_Data_Simulation,Social_survey_Interview,Other,Ecosystem,MultiScale,TimeTrends,FirstAuthor,SourcePublication,PublicationYear,Abstract
2020-04-29,FALSE,FALSE,R_272LSejO6zudveK,CW,Seed arrival and persistence at the tidal mudflat: identifying key processes for pioneer seedling establishment in salt marshes,"Tidal study at two different mudflats in the Netherlands. Set up parallel transects (3 total) at 5, 24, and 45m distance from marsh edge. Each transect had 5 0.5m^2 turf mat replicates used for assessing seed arrival and abundance (5 sediment samples collected per mat to study seedbank abundances). Additionally, 3 manipulated seed core blocks installed per transect to assess predation and persistence rates. Each block 3m apart and alternated real and fake seed. Seed cores contained 4 depth levels of seed (0, 5, 15, and 30mm depths), and each block contained 5 seed cores (arrayed in pentagonal/star shape). Installed/deployed experiment in Jan 2012 and took monthly measurements thereafter on everything through Aug 2012. Study does look at effect of month and interaction between time and distance.",,,1,,,,Coastal,Yes,Yes,Zhu,MARINE ECOLOGY PROGRESS SERIES,2014,"Salt marshes are highly valuable ecosystems that provide numerous important ecosystem services. Given the global marsh decline, there is a pressing need to understand the natural bottlenecks and thresholds to their establishment and long-term ecological maintenance. Seed presence in the right place and time is a prerequisite for pioneer establishment. We performed field surveys and manipulative seed-bank experiments on 2 mudflats with different levels of exposure in the Westerschelde, The Netherlands, to identify patterns of seed arrival and persistence and their role in determining seed bank abundance. Seed arrival decreased with distance from the seed-source area, i.e. the salt marsh, resulting in seeds being deposited on the mudflat close to the marsh edge. Once arrived, most of the surface seeds were washed away during subsequent tides, with retention of <20%. However, seed burial enhanced seed retention nonlinearly with increasing burial depth. Predation was not a major cause of seed loss. These results point to the importance of hydro dynamic and morphodynamic processes to both lateral seed dispersal and vertical seed burial on tidal flats and, therefore, suggest that saltmarsh establishment and expansion are closely linked to the physical dynamics of the entire estuarine system."
2020-04-29,FALSE,FALSE,R_1l4VjluaNuGUNh6,SDJ,Seed-dispersal distributions by trumpeter hornbills in fragmented landscapes,they measured seed dispersal patterns for large frugivorous birds by GPS tracking male bird flight path coupled with gut transit times of several fruits the birds eat,GPS tracking hornbills and observing gut transit times for seeds in captive birds,1,,,,1,"Terrestrial,Agricultural/Rural,Other",No,No,Lenz,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2011,"Frugivorous birds provide important ecosystem services by transporting seeds of fleshy fruited plants. It has been assumed that seed-dispersal kernels generated by these animals are generally leptokurtic, resulting in little dispersal among habitat fragments. However, little is known about the seed-dispersal distribution generated by large frugivorous birds in fragmented landscapes. We investigated movement and seed-dispersal patterns of trumpeter hornbills (Bycanistes bucinator) in a fragmented landscape in South Africa. Novel GPS loggers provide high-quality location data without bias against recording long-distance movements. We found a very weakly bimodal seed-dispersal distribution with potential dispersal distances up to 14.5 km. Within forest, the seed-dispersal distribution was unimodal with an expected dispersal distance of 86 m. In the fragmented agricultural landscape, the distribution was strongly bimodal with peaks at 18 and 512 m. Our results demonstrate that seed-dispersal distributions differed when birds moved in different habitat types. Seed-dispersal distances in fragmented landscapes show that transport among habitat patches is more frequent than previously assumed, allowing plants to disperse among habitat patches and to track the changing climatic conditions."
2020-04-29,FALSE,TRUE,R_1inzjZZX9lualBg,AK,Simulation of ecosystem service responses to multiple disturbances from an earthquake and several typhoons,used InVEST to model changes to services,,,,1,,,"Terrestrial,Freshwater",No,Yes,Chiang,LANDSCAPE AND URBAN PLANNING,2014,"Ongoing environmental disturbances (e.g., climate variation and anthropogenic activities) alter an ecosystem gradually over time. Sudden large disturbances (e.g., typhoons and earthquakes) can have a significant and immediate impact on landscapes and ecosystem services. This study explored how precipitation variation (PV) and land use/land cover (LULC) changes caused by multiple disturbances can cumulatively impact ecosystem functioning in the Chenyulan watershed in central Taiwan. We simulated four ecosystem services (water yield production, water purification, soil conservation, carbon storage) and biodiversity using the InVEST (Integrated Valuation of Ecosystem Services and Tradeoffs) model to analyze the spatiotemporal changes and obtain information regarding changes in the ecosystem. Our results indicate that the Chi-Chi earthquake had the greatest impact on the ecosystem. Specifically, the ecosystem was altered by the earthquake and could no longer absorb disturbances of a similar magnitude as before the earthquake. By differentiating the impacts of the PV and LULC changes on ecosystem services and biodiversity, we observe that the PV had a stronger impact on water yield and soil conservation, whereas the LULC change had a stronger impact on water purification. Our results also suggest that a comprehensive ecosystem management plan should consider the cumulative and hierarchical context of disturbance regimes to prevent reductions in ecological variability and ecosystem resilience, particularly in areas that are more sensitive to large disturbances. In this way, ecosystem resilience may be maintained at a level sufficient to preserve ecosystem functioning and ecosystem services in the event of unexpected large-scale environmental disturbances. (C) 2013 Elsevier B.V. All rights reserved."
2020-04-29,FALSE,TRUE,R_C7kgqKX006aV1Cx,GV,Simulation of ecosystem service responses to multiple disturbances from an earthquake and several typhoons,Used InVEST. Unclear exactly what was simulated.,,1,,1,,,Terrestrial,No,Yes,Chiang,LANDSCAPE AND URBAN PLANNING,2014,"Ongoing environmental disturbances (e.g., climate variation and anthropogenic activities) alter an ecosystem gradually over time. Sudden large disturbances (e.g., typhoons and earthquakes) can have a significant and immediate impact on landscapes and ecosystem services. This study explored how precipitation variation (PV) and land use/land cover (LULC) changes caused by multiple disturbances can cumulatively impact ecosystem functioning in the Chenyulan watershed in central Taiwan. We simulated four ecosystem services (water yield production, water purification, soil conservation, carbon storage) and biodiversity using the InVEST (Integrated Valuation of Ecosystem Services and Tradeoffs) model to analyze the spatiotemporal changes and obtain information regarding changes in the ecosystem. Our results indicate that the Chi-Chi earthquake had the greatest impact on the ecosystem. Specifically, the ecosystem was altered by the earthquake and could no longer absorb disturbances of a similar magnitude as before the earthquake. By differentiating the impacts of the PV and LULC changes on ecosystem services and biodiversity, we observe that the PV had a stronger impact on water yield and soil conservation, whereas the LULC change had a stronger impact on water purification. Our results also suggest that a comprehensive ecosystem management plan should consider the cumulative and hierarchical context of disturbance regimes to prevent reductions in ecological variability and ecosystem resilience, particularly in areas that are more sensitive to large disturbances. In this way, ecosystem resilience may be maintained at a level sufficient to preserve ecosystem functioning and ecosystem services in the event of unexpected large-scale environmental disturbances. (C) 2013 Elsevier B.V. All rights reserved."
2020-04-29,FALSE,FALSE,R_4YmhUEHo6b7MQHD,IS,Site-specific factors in the production of local urban ecosystem services: A case study of community-managed green space,amassed data from other sources,,1,,,,,"Terrestrial,Urban",No,No,Dennis,ECOSYSTEM SERVICES,2016,"Pockets of green space in cities can provide important ecosystem services for urban residents. As naturalistic spaces in urban areas become increasingly sparse, communities are beginning to co-manage existing incidental pockets of land towards the creation of communal natural resources. Such green commons can be productive in terms of ecosystem services through targeted management such as in the case of urban agriculture. Although some work has been done to explore the motives behind and potential benefits of informal green space management, further research is required to understand those characteristics of site management and community input which contribute to the enhancement of site specific ecosystem service production. A case study of ten examples of community-managed green space was undertaken to evaluate the contributory factors relating to site character and management which influenced productivity as defined by the cumulative provision of four urban-relevant ecosystem services. The analysis revealed that the level of community involvement, measured as intensity of volunteer hours, was highly instrumental in the productivity of sites. Food production also proved to be catalytic for the enhancement of ecosystem services whereas extent of vegetative cover and increasing site size were, counter-intuitively, detrimental to overall site productivity. The study therefore supports the promotion of participatory approaches to the management of ecosystems services in urban areas, particularly those which take small-scale urban agriculture as a primary practice. (C) 2016 Elsevier B.V. All rights reserved."
2020-04-29,TRUE,FALSE,R_1LifUe6pTeDZbVA,CK,Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,,,,,1,,,"Terrestrial,Urban,Agricultural/Rural,Freshwater",No,No,Meacham,ECOLOGY AND SOCIETY,2016,"In human dominated landscapes many diverse, and often antagonistic, human activities are intentionally and inadvertently determining the supply of various ecosystem services. Understanding how different social and ecological factors shape the availability of ecosystem services is essential for fair and effective policy and management. In this paper, we evaluate how well alternative social-ecological models of human impact on ecosystems explain patterns of 16 ecosystem services (ES) across the 62 municipalities of the Norrstrom drainage basin in Sweden. We test four models of human impact on ecosystems, land use, ecological modernization, ecological footprint, and location theory, and test their ability to predict both individual ES and bundles of ES. We find that different models do best to predict different types of individual ES. Land use is the best model for predicting provisioning services, standing water quality, biodiversity appreciation, and cross-country skiing, while other models work better for the remaining services. However, this range of models is not able to predict some of the cultural ES. ES bundles are predicted worse than individual ES by these models, but provide a clear picture of variation in multiple ecosystem services based on limited information. Based on our results, we offer suggestions on how social-ecological modeling and assessments of ecosystems can be further developed."
2020-04-29,FALSE,FALSE,R_1ibs5xKmcHdwFIc,CW,Social-ecological outcomes in recreational fisheries: the interaction of lakeshore development and stocking,"Adapted social-ecological model developed by two other published studies, and validated model output with empirical data on stocking and walleye fish counts from Wisconsin DNR",,1,,1,,,Freshwater,No,Yes,Ziegler,ECOLOGICAL APPLICATIONS,2017,"Many ecosystems continue to experience rapid transformations due to processes like land use change and resource extraction. A systems approach to maintaining natural resources focuses on how interactions and feedbacks among components of complex social-ecological systems generate social and ecological outcomes. In recreational fisheries, residential shoreline development and fish stocking are two widespread human behaviors that influence fisheries, yet emergent social-ecological outcomes from these potentially interacting behaviors remain under explored. We applied a social-ecological systems framework using a simulation model and empirical data to determine whether lakeshore development is likely to promote stocking through its adverse effects on coarse woody habitat and thereby also on survival of juvenile and adult fish. We demonstrate that high lakeshore development is likely to generate dependency of the ecosystem on the social system, in the form of stocking. Further, lakeshore development can interact with social-ecological processes to create deficits for state-level governments, which threatens the ability to fund further ecosystem subsidies. Our results highlight the value of a social-ecological framework for maintaining ecosystem services like recreational fisheries."
2020-04-29,TRUE,FALSE,R_3rSPnJEarRAZZy3,KCG,Soil and vegetation recovery following alien tree clearing in the Eastern Cape Province of South Africa,Paired forest plots at different time stamps of acacia clearign,,1,,,,,Terrestrial,No,Space for time,Ndou,AFRICAN JOURNAL OF ECOLOGY,2016,"The impact of alien tree clearing on soil and vegetation recovery remains largely understudied. This study focused on changes in soil and vegetation properties following Acacia removal. The aim was to quantify the long-term consequences of alien clearing. Paired cleared (old 15 years; medium - 11 years; recent - 6 years) and uncleared sites were selected along the Palmiet catchment in Eastern Cape Province, South Africa. Various soil physico- chemical properties (soil moisture, pH, P, N, C, K, Na, Ca, Mg and soil repellency) and vegetation diversity measures were studied on 10 m 9 10 m plots. Results indicate that measured soil nutrients are significantly (P < 0.05) lower in cleared than in uncleared sites. However, comparisons among cleared sites alone indicate that soil properties are recovering with older cleared sites having higher (P < 0.05) nutrients than recent cleared sites. Soils in uncleared sites are more repellent than soil in cleared sites. Vegetation recovery in cleared sites was taking place with older cleared sites having higher native species diversity than recently cleared site. We conclude that the removal of alien plants could have caused a reduction in soil nutrients. However, as native vegetation recovers on cleared sites, soil nutrients are gradually improving."
2020-04-29,FALSE,FALSE,R_1jPa3Lxzg9RVdQk,JL,Soils Determine Early Revegetation Establishment with and without Cover Crops in Northern Mixed Grass Prairie after Energy Development,"Mix of experimental treatments (cover crops, seed mixes) and observed environmental variation (soil variables) to explain revegetatoin",,1,1,,,,"Terrestrial,Agricultural/Rural",No,No,Espeland,ECOLOGICAL RESTORATION,2017,"Cover crops have been used to build soil health and improve ecosystem services in agricultural fields and pastures, but they have not been tested in restoration contexts. We conducted two experiments in interim oilfield reclamations at Ft. Berthold Indian Reservation in North Dakota: in 2014 two different perennial grass mixes, with and without an oat cover crop and, in 2015, a single grass mix with and without a cover crop cocktail. To determine whether cover crops speeded site recovery or whether they competed with perennial grasses, all sites were assessed for plant establishment and rangeland health in August 2015. Sites planted in 2014 ranged from 20 (+/- 10 SD) to 38 (+/- 0.5) perennial grass plants/m(2). Sites planted in 2015 ranged from 6 (+/- 1.8) to 29 (+/- 11) plants/m(2). Cover crop treatment and grass mix treatments were not significant determinants of perennial grass establishment (p> 0.05). Soil nutrients appeared to drive early revegetation establishment: sites with poor perennial grass establishment had lower levels of phosphorous and higher levels of calcium, iron and manganese. Rangeland health trended towards being greater when a cover crop was planted, but the effect was very small. We will eventually test whether the long-term benefits of cover crops in agricultural systems transfer to restoration, but when cover crops establish at low densities, as we observed in these studies, they may only have small effects in reclamations."
2020-04-29,TRUE,FALSE,R_1jC9B6WLP5Fmbar,LB,"Spatial assessment of the impact of land use and land cover change on supply of ecosystem services in Phewa watershed, Nepal",,,,,1,,,"Terrestrial,Urban,Agricultural/Rural,Other",No,Yes,Paudyal,ECOSYSTEM SERVICES,2019,"Community-managed forested landscapes are complex social-ecological systems that supply a variety of ecosystem services (ES) to society. The flow of these services depends on land use and land cover (LULC) changes, ecological factors such as types, pattern and composition of vegetation, as well as anthropogenic factors. ES assessment helps to deal with the complexity of the interrelationships among LULC, ES supply and societal benefits. Using the case of the Phewa watershed, Nepal, this paper presents a quantitative and qualitative assessment of priority ES to understand how the supply of ES and their societal benefits have changed over the past 40 years. LULC changes were analysed using satellite images, ecosystem services were assessed using biophysical data and expressed spatially using ArcGIS. Results reveal a substantial reversal of land degradation and indicate forest recovery over the last 40 years. Dense forests increased by 1471 ha (88%) while sparse forests, grasslands and agricultural lands declined by 26%, 77% and 15%, respectively. These significant changes in LULC had a positive impact on ES due to the conversion of agricultural/grasslands and degraded forests to dense forests. ES varied significantly across the watershed. Dense forests provided relatively higher sediment retention (soil erosion rate decreased from > 30 ton ha(1) yr(1) to < 15 ton ha(-1) yr(-1)), carbon stocks (from < 50 m(3) ha(-1) to > 100 m(3) ha(-1)), habitat provision, and raw materials than other types of land cover, but reduced the water discharge. Increased aesthetic value from the restored landscape provides higher opportunities for recreation and ecotourism. Analysis of benefit-relevant indicators revealed that the perceived societal benefits from most of the ES were significantly lower than the potential supply of ES in the watershed."
2020-04-29,FALSE,TRUE,R_oZxMjYyc0edudl7,AK,Spatial variability in ecosystem services: simple rules for predator-mediated pest suppression,"This was totally simulation and didn't have an actual location for the model, i.e., it was generic so I chose global. Also note - it considered trends over 30 days in the model but didn't use multiple years of data in Q8",,,,1,,,"Terrestrial,Agricultural/Rural",No,Yes,Bianchi,ECOLOGICAL APPLICATIONS,2010,"Agricultural pest control often relies on the ecosystem services provided by the predators of pests. Appropriate landscape and habitat management for pest control services requires an understanding of insect dispersal abilities and the spatial arrangement of source habitats for pests and their predators. Here we explore how dispersal and habitat configuration determine the locations where management actions are likely to have the biggest impact on natural pest control. The study focuses on the early colonization phase before predator reproduction takes place and when pest populations in crops are still relatively low. We developed a spatially explicit simulation model in which pest populations grow exponentially in pest patches and predators disperse across the landscape from predator patches. We generated 1000 computer-simulated landscapes in which the performance of four typical but different predator groups as biological control agents was evaluated. Predator groups represented trait combinations of poor and good dispersal ability and density-independent and density-dependent aggregation responses toward pests. Case studies from the literature were used to inform the parameterization of predator groups. Landscapes with a small nearest-neighbor distance between pest and predator patches had the lowest mean pest density at the landscape scale for all predator groups, but there can be high variation in pest density between the patches within these landscapes. Mobile and strongly aggregating predators provide the best pest suppression in the majority of landscape types. Ironically, this result is true except in landscapes with small nearest-neighbor distances between pest and predator patches. The pest control potential of mobile predators can best be explained by the mean distance between a pest patch and all predator patches in the landscape, whereas for poorly dispersing predators the distance between a pest patch and the nearest predator patch is the best explanatory variable. In conclusion, the spatial arrangement of source habitats for natural enemies of agricultural pest species can have profound effects on their potential to colonize crops and suppress pest populations."
2020-04-29,FALSE,TRUE,R_6AvqPLCroIlK3Hr,GV,Spatial variability in ecosystem services: simple rules for predator-mediated pest suppression,Strictly simulation study focused on terrestrial patchy landscapes for agricultural pests and predators of those pests.,,,,1,,,"Terrestrial,Other",No,Yes,Bianchi,ECOLOGICAL APPLICATIONS,2010,"Agricultural pest control often relies on the ecosystem services provided by the predators of pests. Appropriate landscape and habitat management for pest control services requires an understanding of insect dispersal abilities and the spatial arrangement of source habitats for pests and their predators. Here we explore how dispersal and habitat configuration determine the locations where management actions are likely to have the biggest impact on natural pest control. The study focuses on the early colonization phase before predator reproduction takes place and when pest populations in crops are still relatively low. We developed a spatially explicit simulation model in which pest populations grow exponentially in pest patches and predators disperse across the landscape from predator patches. We generated 1000 computer-simulated landscapes in which the performance of four typical but different predator groups as biological control agents was evaluated. Predator groups represented trait combinations of poor and good dispersal ability and density-independent and density-dependent aggregation responses toward pests. Case studies from the literature were used to inform the parameterization of predator groups. Landscapes with a small nearest-neighbor distance between pest and predator patches had the lowest mean pest density at the landscape scale for all predator groups, but there can be high variation in pest density between the patches within these landscapes. Mobile and strongly aggregating predators provide the best pest suppression in the majority of landscape types. Ironically, this result is true except in landscapes with small nearest-neighbor distances between pest and predator patches. The pest control potential of mobile predators can best be explained by the mean distance between a pest patch and all predator patches in the landscape, whereas for poorly dispersing predators the distance between a pest patch and the nearest predator patch is the best explanatory variable. In conclusion, the spatial arrangement of source habitats for natural enemies of agricultural pest species can have profound effects on their potential to colonize crops and suppress pest populations."
2020-04-29,TRUE,FALSE,R_1PZ9m472nNNfivV,NBD,"Terrestrial acidification and ecosystem services: effects of acid rain on bunnies, baseball, and Christmas trees",,,,,1,,,Terrestrial,No,Yes,Irvine,ECOSPHERE,2017,"Often termed ""acid rain,"" combined nitrogen and sulfur deposition can directly and indirectly impact the condition and health of forest ecosystems. Researchers use critical loads (CLs) to describe response thresholds, and recent studies on acid-sensitive biological indicators show that forests continue to be at risk from terrestrial acidification. However, rarely are impacts translated into changes in ""ecosystem services"" that impact human well-being. Further, the relevance of this research to the general public is seldom communicated in terms that can motivate action to protect valuable resources. To understand how changes in biological indicators affect human well-being, we used the STEPS (Stressor-Ecological Production function-final ecosystem Services) Framework to quantitatively and qualitatively link CL exceedances to ecosystem service impacts. We specified the cause-and-effect ecological processes linking changes in biological indicators to final ecosystem services. The Final Ecosystem Goods and Services Classification System (FEGS-CS) was used within the STEPS Framework to classify the ecosystem component and the beneficiary class that uses or values the component. We analyzed two acid-sensitive tree species, balsam fir (Abies balsamea) and white ash (Fraxinus americana), that are common in northeastern USA. These well-known species provide habitat for animals and popular forest products that are relatable to a broad audience. We identified 160 chains with 10 classes of human beneficiaries for balsam fir and white ash combined, concluding that there are resources at risk that the public may value. Two stories resulting from these explorations into the cascading effects of acid rain on terrestrial resources are ideal for effective science communication: the relationship between (1) balsam fir as a popular Christmas tree and habitat for the snowshoe hare, a favorite of wildlife viewers, and (2) white ash because it is used for half of all baseball bats, fine wood products, and musical instruments. Thus, rather than focusing on biological indicators that may only be understood or appreciated by specific stakeholders or experts, this approach extends the analysis to include impacts on FEGS and humans. It also lays the foundation for developing stakeholder-specific narratives, quantitative measures of endpoints, and for conducting demand-based valuations of affected ecosystem services."
2020-04-29,TRUE,FALSE,R_3sabt8BWgvBpBv5,SDJ,Terrestrial isopods as bioindicators for environmental monitoring in olive groves and natural ecosystems,measured isopod abundance across 4 differently managed olive grove farms to determine their role as bioindicator for environmental quality ,,1,,,,,Agricultural/Rural,No,No,Solomou,JOURNAL OF NATURAL HISTORY,2019,"Terrestrial isopods (Crustacea: Isopoda: Oniscidea) are an important component of biodiversity as they constitute useful bioindicators for monitoring environmental quality in a variety of natural and agricultural ecosystems. In the present study, the predictive strength of several important components of biodiversity (e.g. herbaceous and woody plants, etc.) and agro-environmental factors for isopod species richness in each management system of olive groves and a natural ecosystem in central Greece was investigated. Our study highlights an increase in isopod species richness with increasing air humidity, woody plant species richness and soil organic matter in organic olive groves. It is noteworthy that woody plant species richness could be utilised as the best candidate for monitoring isopod species richness. In the conventional olive groves, isopod species richness decreases possibly due to herbicide and inorganic fertiliser application. In abandoned olive groves, isopod species richness increases with increasing soil plant litter and pH. Moreover, soil organic matter has been proved to be a positive indicator of isopod species richness in maquis ecosystems. The species Porcellio laevis can be regarded as an indicator for organic olive groves. Conclusively, this paper contributes to the integration of biodiversity conservation with ecologically sustainable agriculture, conservation of agroecosystem and natural ecosystem services and preserving landscape."
2020-04-29,TRUE,FALSE,R_eRwdF7L0jVVOQoN,KCG,The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context,Paired block design of field with different hedgerow compositions ,,1,,,,,Terrestrial,No,No,Garratt,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,"Ecological intensification advocates the harnessing of regulating and supporting ecosystem services to promote more sustainable food production, and this relies on effective management of non-cropped habitats. Hedgerows are an important component of the landscape in many farming systems across the world, management of which provides a potential mechanism to enhance ecological intensification. Here we investigate the value of hedgerows in Southern England as a source of functionally important taxa, and how hedgerow quality and local landscape composition impact on their potential contribution to sustainable agriculture in arable landscapes. We show that hedgerows are a source habitat for many natural enemies which spill over into neighbouring fields, and that hedgerows provide a valuable forage resource and corridor for movement of pollinators. Hedgerow quality affects these benefits and continuous unbroken hedgerows, with a high diversity of woody species, are more valuable for the provision of bumblebees and Linyphiid spiders, while the presence of trees within the hedgerow supports Lycosid spiders. Floral resources, beyond the woody hedgerow species themselves, are also a key forage resource for hoverflies. The impact of these hedgerows on invertebrate abundance is moderated by local landscape, and hedgerows are a more valuable forage resource for pollinators in more intensely managed landscapes. Our study shows that in order to support abundant and a broad range of natural enemies and pollinators in agricultural landscapes, both hedgerows and local semi-natural habitats need to be protected and managed. The benefit of hedgerows, as a habitat for functionally important taxa depends on hedgerow quality and management practices such as avoiding gaps, high hedge species diversity and maintaining an abundant understory of plants, can improve their value for ecological intensification."
2020-04-29,TRUE,FALSE,R_2SelCAF9RvQUDpg,LB,The impact of projected increases in urbanization on ecosystem services,,,1,,1,,,"Terrestrial,Urban,Agricultural/Rural",No,Yes,Eigenbrod,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2011,"Alteration in land use is likely to be a major driver of changes in the distribution of ecosystem services before 2050. In Europe, urbanization will probably be the main cause of land-use change. This increase in urbanization will result in spatial shifts in both supplies of ecosystem services and the beneficiaries of those services; the net outcome of such shifts remains to be determined. Here, we model changes in urban land cover in Britain based on large (16%) projected increases in the human population by 2031, and the consequences for three different services-flood mitigation, agricultural production and carbon storage. We show that under a scenario of densification of urban areas, the combined effect of increasing population and loss of permeable surfaces is likely to result in 1.7 million people living within 1 km of rivers with at least 10 per cent increases in projected peak flows, but that increasing suburban 'sprawl' will have little effect on flood mitigation services. Conversely, losses of stored carbon and agricultural production are over three times as high under the sprawl as under the 'densification' urban growth scenarios. Our results illustrate the challenges of meeting, but also of predicting, future demands and patterns of ecosystem services in the face of increasing urbanization."
2020-04-29,FALSE,FALSE,R_20NmT4LIN9C6gR7,SDJ,The relative importance of pollinator abundance and species richness for the temporal variance of pollination services,"16 blueberry fields over 3 years, 10 watermelon fields over 5 years. observed wild bee flower visits along 50m transect and measured pollen delivery per flower per visit for each species. looked at trends over time",,1,,,,,"Terrestrial,Agricultural/Rural",No,Yes,Genung,ECOLOGY,2017,"The relationship between biodiversity and the stability of ecosystem function is a fundamental question in community ecology, and hundreds of experiments have shown a positive relationship between species richness and the stability of ecosystem function. However, these experiments have rarely accounted for common ecological patterns, most notably skewed species abundance distributions and non-random extinction risks, making it difficult to know whether experimental results can be scaled up to larger, less manipulated systems. In contrast with the prolific body of experimental research, few studies have examined how species richness affects the stability of ecosystem services at more realistic, landscape scales. The paucity of these studies is due in part to a lack of analytical methods that are suitable for the correlative structure of ecological data. A recently developed method, based on the Price equation from evolutionary biology, helps resolve this knowledge gap by partitioning the effect of biodiversity into three components: richness, composition, and abundance. Here, we build on previous work and present the first derivation of the Price equation suitable for analyzing temporal variance of ecosystem services. We applied our new derivation to understand the temporal variance of crop pollination services in two study systems (watermelon and blueberry) in the mid-Atlantic United States. In both systems, but especially in the watermelon system, the stronger driver of temporal variance of ecosystem services was fluctuations in the abundance of common bee species, which were present at nearly all sites regardless of species richness. In contrast, temporal variance of ecosystem services was less affected by differences in species richness, because lost and gained species were rare. Thus, the findings from our more realistic landscapes differ qualitatively from the findings of biodiversity-stability experiments."
2020-04-29,FALSE,FALSE,R_3Hhq96iUGg1wN7R,NBD,The Relevance of Conditional Dispersal for Bacterial Colony Growth and Biodegradation,"This takes place entirely in the lab, not on any continent or ocean (the lab is in germany, so I chose europe)",,,1,1,,,Other,No,Yes,Banitz,MICROBIAL ECOLOGY,2012,"Bacterial degradation is an ecosystem service that offers a promising method for the remediation of contaminated soils. To assess the dynamics and efficiency of bacterial degradation, reliable microbial simulation models, along with the relevant processes, are required. We present an approach aimed at improving reliability by studying the relevance and implications of an important concept from theoretical ecology in the context of a bacterial system: conditional dispersal denoting that the dispersal strategy depends on environmental conditions. Different dispersal strategies, which either incorporate or neglect this concept, are implemented in a bacterial model and results are compared to data obtained from laboratory experiments with Pseudomonas putida colonies growing on glucose agar. Our results show that, with respect to the condition of resource uptake, the model's correspondence to experimental data is significantly higher for conditional than for unconditional bacterial dispersal. In particular, these results support the hypothesis that bacteria disperse less when resources are abundant. We also show that the dispersal strategy has a considerable impact on model predictions for bacterial degradation of resources: disregarding conditional bacterial dispersal can lead to overestimations when assessing the performance of this ecosystem service."
2020-04-29,FALSE,FALSE,R_2w153rcMNBw0JGL,GV,Towards systematic conservation planning adapted to the local flow of ecosystem services,ES provision and demand on local scale.,,1,,,,,Terrestrial,No,No,Cimon-Morin,GLOBAL ECOLOGY AND CONSERVATION,2014,"Ecosystem services (ES) are increasingly included in conservation assessment worldwide to sustain their ability to fulfill human needs. Due to the instrumental value inherent in ES, priority areas for their conservation should be selected based on their capacity to both ensure an available supply and meet beneficiary demands. However, such a methodology has yet to be developed. Aiming to adapt systematic conservation planning procedures to include ES, we conducted a case study in eastern Canada focusing on ten ES for 16 wetland types. We first delimited the ES supply accessible for human use from the total biophysical supply and mapped demand for each ES. Secondly, we assembled conservation networks targeting the accessible supply and demand and compared them with networks targeting either ES biophysical supply or accessible supply. We found that targeting only ES supply resulted in selecting sites that are not in demand and may be up to three times less efficient in fulfilling the demands of beneficiaries for local flow ES. Thus, not considering demand in ES conservation assessment fails to position reserves where ES supply is likely to be most useful. Setting conservation targets for ES supply and demand could therefore help to achieve ES conservation objectives. (C) 2014 The Authors. Published by Elsevier B. V."
2020-04-29,FALSE,FALSE,R_2AScyHwfYiShxsW,LD,Traditional ecological knowledge and medicinal plant diversity in Ecuadorian Amazon home gardens,"Amazonian Ecuador; Among 138 garden owners interviewed in 11 communities, a broad knowledge of 104 pharmacological properties across 145 medicinal plant species is retained.",,,,,1,,Terrestrial,No,No,Caballero-Serrano,GLOBAL ECOLOGY AND CONSERVATION,2019,"Medicinal plants are an ecosystem service directly implicated in human well-being. In many rural communities, they constitute a main treatment for disease or a source of disease prevention. Here, we review traditional knowledge of medicinal plants, the benefits they provide when cultivated in home gardens, and the determinants of knowledge about their uses in a rural parish in Amazonian Ecuador, where two ethnic groups prevail: indigenous Shuar and settled mestizos. Among 138 garden owners interviewed in 11 communities, a broad knowledge of 104 pharmacological properties across 145 medicinal plant species is retained. Several species play a specific role for a particular culture; therefore, the importance ranking of medicinal plants is different between the two main cultures. Traditional knowledge of medicinal uses is also influenced by ethnicity as well as generational age of the gardeners. Knowledge seems to have been lost in people of younger generations, who cultivated fewer species and knew less about properties of medicinal plants. Although men cultivate more diverse gardens, the role for women in the conservation of agrobiodiversity in home gardens appears crucial, as they are identified as the main source for transmission of traditional knowledge about medicinal plants. Our study highlights the importance of integrated land use management that respects different social aspects (i.e., culture, gender, health and well-being) related to conservation of biodiversity and traditional knowledge in agroecosystems. (C) 2019 The Authors. Published by Elsevier B.V."
