review_round,reviewer_init,doublerev,title,reviewer_comments,outsidereviewer,outsidereviewer_notes,exclusion_reason,fullquestion,exclusion_id,SourcePublication,PublicationYear,FirstAuthor
1,CK,FALSE,The importance of ponds for the conservation of bats in urban landscapes,CK: measures how habitat (ES) contributes to bat activity and richness,NA,NA,biodiv,This paper only measures biodiversity/abundance but NOT as an explicit proxy for ES/EF,6,LANDSCAPE AND URBAN PLANNING,2019,Ancillotto
1,JL,FALSE,The potential to restore native woody plant richness and composition in a reforesting landscape: a modeling approach in the Ecuadorian Andes,"JL: Questionable - the main response of interest seems to be diversity, but I don't buy that they link it convincingly as an ES proxy,. ""Services"" are not mentioned at all in text. One sentences says ""We focused on the richness and composition of woody plants, as the diversity and structural characteristics of vegetation in regrowth forests were important determinants of faunal assemblages"" - still not a clear link?",NA,NA,biodiv,This paper only measures biodiversity/abundance but NOT as an explicit proxy for ES/EF,6,LANDSCAPE ECOLOGY,2016,Middendorp
1,SDJ,FALSE,The widespread and overlooked replacement of Spartina maritima by non-indigenous S-anglica and S-townsendii in north-western Adriatic saltmarshes,SDJ: I think the abstract does not make the EF clear. It is clear that they are looking at distribution (i.e. abundance) of species.,NA,NA,biodiv,This paper only measures biodiversity/abundance but NOT as an explicit proxy for ES/EF,6,BIOLOGICAL INVASIONS,2018,Wong
1,NBD,FALSE,"Tree species diversity and community composition in a human-dominated tropical forest of Western Ghats biodiversity hotspot, India",NA,NA,NA,biodiv,This paper only measures biodiversity/abundance but NOT as an explicit proxy for ES/EF,6,ECOLOGICAL COMPLEXITY,2010,Anitha
1,TK,FALSE,Unraveling the drivers of intensifying forest disturbance regimes in Europe,TK: I'm not positive they modeled carbon storage rather than just community composition. Hard to tell based on the abstract.,NA,NA,biodiv,This paper only measures biodiversity/abundance but NOT as an explicit proxy for ES/EF,6,GLOBAL CHANGE BIOLOGY,2011,Seidl
1,JL,FALSE,Unravelling the natural dynamics and resilience patterns of underwater Mediterranean forests: insights from the demography of the brown alga Cystoseira zosteroides,"JL: Questionable - mostly stops at abundance of an ESP, think the link to EF/ES is too weak. Excluded because ""Service"" does not appear in MS",NA,NA,biodiv,This paper only measures biodiversity/abundance but NOT as an explicit proxy for ES/EF,6,JOURNAL OF ECOLOGY,2016,Capdevila
1,KCG,FALSE,"Urban bat communities are affected by wetland size, quality, and pollution levels",NA,NA,NA,biodiv,This paper only measures biodiversity/abundance but NOT as an explicit proxy for ES/EF,6,ECOLOGY AND EVOLUTION,2016,Straka
1,JL,FALSE,Variability in kelp forest structure along a latitudinal gradient in ocean temperature,"JL: Questionable, deserves a second look. The mention of how kelp contributes is SO minimal, and they don't seem specify particular ESP's or aspects of kelp community structure that actually connect to specific services, so I lean towards exclusion.",NA,NA,biodiv,This paper only measures biodiversity/abundance but NOT as an explicit proxy for ES/EF,6,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2017,Smale
1,AIS,FALSE,Do farming practices affect natural enemies at the landscape scale?,NA,NA,NA,biodiv,This paper only measures biodiversity/abundance but NOT as an explicit proxy for ES/EF,6,LANDSCAPE ECOLOGY,2015,Puech
2,LB,FALSE,'Wild' in the city context: Do relative wild areas offer opportunities for urban biodiversity?,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,LANDSCAPE AND URBAN PLANNING,2018,Mueller
2,GV,FALSE,A bottom-up approach to map land covers as potential green infrastructure hubs for human well-being in rural settings: A case study from Sweden,NA,NBD,NBD: Based on NBD and AK methods review,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,LANDSCAPE AND URBAN PLANNING,2017,Elbakidze
2,AIS,FALSE,A framework to quantify the strength of ecological links between an environmental stressor and final ecosystem services,"AIS: This was a challenging paper for me to read. Its main message is proposing a framework, but the authors also apply this framework to a case study, which I based my answers in this survey off of. Between use of terminology I don't know and vague description of the data, I struggled to do this paper justice, I fear.",LD,LD: Q3 - Framework/method,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,ECOSPHERE,2017,Bell
2,LB,FALSE,A global quantitative synthesis of local and landscape effects on wild bee pollinators in agroecosystems,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,ECOLOGY LETTERS,2013,Kennedy
2,SDJ,FALSE,Accounting for residential propagule pressure improves prediction of urban plant invasion,"SDJ: They are kind of getting at connectivity with their study question which is about how neighboring residences increase invasive species propagules, which influences their p/a in forests. But they did not measure that connection directly. The ""function"" was a human-mediated invasion pressure"". So kind of the opposite of a function",LD,LD: Q1,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,ECOSPHERE,2016,Davis
2,AIS,FALSE,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,NA,LD,LD: Q3- framework,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,ECOLOGICAL MODELLING,2011,Burkhard
2,KCG,FALSE,Aquatic biodiversity in forests: a weak link in ecosystem services resilience,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,BIODIVERSITY AND CONSERVATION,2017,Penaluna
2,AK,FALSE,Arable weeds as indicators of agricultural intensity - A case study from Finland,AK: I wasn't sure if this paper should've been included. It almost seems like it stops at biodiversity but it mentions implications for ES. Also - the paper quantified diversity for animal groups based on weed index.,NBD,NBD: Based on NBD and AK methods review,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,BIOLOGICAL CONSERVATION,2008,Hyvonen
2,TK,FALSE,Assessing carbon sequestration of silvopastoral tropical landscapes using optical remote sensing and field measurements,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,JOURNAL OF LAND USE SCIENCE,2018,Schneider
2,AIS,FALSE,Assessment of the relationship between ecosystem services and human wellbeing in the social-ecological landscapes of Lefke Region in North Cyprus,NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,LANDSCAPE ECOLOGY,2017,Ciftcioglu
2,AIS,FALSE,At what spatial scale do high-quality habitats enhance the diversity of forbs and pollinators in intensively farmed landscapes?,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,JOURNAL OF APPLIED ECOLOGY,2008,Kohler
2,CK,FALSE,Avian response to shade-layer restoration in coffee plantations in Puerto Rico,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,RESTORATION ECOLOGY,2018,Irizarry
2,IS,FALSE,"Beyond services: A process and framework to incorporate cultural, genealogical, place-based, and indigenous relationships in ecosystem service assessments",NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,ECOSYSTEM SERVICES,2017,Pascua
2,CW,FALSE,"BIMBY's first steps: a pilot study on the contribution of residential front-yards in Phoenix and Maastricht to biodiversity, ecosystem services and urban sustainability","CW: I'm not totally sure this paper should count towards our tallies for figure. X variables explaining ES provisioning are basically garden-design type and location (not an actual ESP or process). Table also report summary stats (e.g. % observed), not effect of type or location on the y-var. Study does quantify a variety of ES's though based on these two x variables and intro is clear in its intention about wanting to study factors that contribute to ES provisioning sensu Costanza and the MEA. It's also difficult to assess what ""Total Diversity"" encapsulates (is not ecological diversity) because it's a composite index from a Biodiversity in my backyard (BIMBY) framework, and methods doesn't state which metrics go into that index.",NBD,NBD: stopped at diversity,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,URBAN ECOSYSTEMS,2016,Beumer
2,LB,FALSE,Biodiversity response to natural gradients of multiple stressors on continental margins,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,Sperling
2,IS,FALSE,"Check dam infilling archives elucidate historical sedimentary dynamics in a semiarid landscape of the Loess Plateau, China","IS: paper didn't do a great job at analyzing/showing the specific effects of env drivers (storms, discharge) and human drivers (removal of check dam) on sedimentation",NBD,"NBD: I also think the sedimentary dynamics paper should be excluded. They frame their study in terms of ES/EF, but it really is a sediment core study that looks at stable isotopes, and I couldn’t really see a connection back to ES or EF at all. I think it should have been excluded in the abstract review.",No EF/ES measured directly (paper should have been excluded in Round 1),This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ENGINEERING,2018,Tang
2,LB,FALSE,Community-driven skyrise greenery in a dense tropical city provides biodiversity and ecosystem service benefits,LB: I really don't know if this paper should be included,NBD,"NBD: On the surface, this paper looks like something we should keep because it seems to be an experiment. But when I read it more closely, it really didn't go past biodiversity and only sort of mentioned ecosystem services and function, but only in the way that we tried to exclude in the first round of abstract reviews.",BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,LANDSCAPE AND URBAN PLANNING,2018,Oh
2,AIS,FALSE,Complementary crops and landscape features sustain wild bee communities,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,ECOLOGICAL APPLICATIONS,2018,Martins
2,TK,FALSE,"Conserving agrobiodiversity amid global change, migration, and nontraditional livelihood networks: the dynamic uses of cultural landscape knowledge",NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,ECOLOGY AND SOCIETY,2014,Zimmerer
2,NBD,FALSE,Contrasting the distribution of butterflies and termites in plantations and tropical forests,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,BIODIVERSITY AND CONSERVATION,2017,Basset
2,NBD,FALSE,Cultural Ecosystem Services and Popular Perceptions of the Benefits of an Ecological Restoration Project in the Brazilian Atlantic Forest,NBD: very hard to code- answers to survey about forest recovery's impact on water purification,LD,LD: perception social only,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,RESTORATION ECOLOGY,2014,Brancalion
2,LB,FALSE,Deicing Salt Pollution Affects the Foliar Traits and Arthropods' Biodiversity of Lime Trees in Riga's Street Greeneries,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,FRONTIERS IN ECOLOGY AND EVOLUTION,2019,Bouraoui
2,KCG,FALSE,Designed habitat heterogeneity on green roofs increases seedling survival but not plant species diversity,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,JOURNAL OF APPLIED ECOLOGY,2018,Walker
2,GV,FALSE,Determinants of the distribution of nitrogen-cycling microbial communities at the landscape scale,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,ISME JOURNAL,2011,Bru
2,IS,FALSE,"Differences in macrobenthic faunal communities in mangrove wetland habitats (Zhanjiang, China) invaded and non-invaded by exotic cordgrass Spartina alterniflora",NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,ECOLOGICAL RESEARCH,2018,Chen
2,KCG,FALSE,Dominance structure of assemblages is regulated over a period of rapid environmental change,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,BIOLOGY LETTERS,2018,Jones
2,AIS,FALSE,Ecological consequences of invasive lake trout on river otters in Yellowstone National Park,NA,LD,LD: Q1,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,BIOLOGICAL CONSERVATION,2010,Wengeler
2,IS,FALSE,Ecological contributions to human health in cities,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,LANDSCAPE ECOLOGY,2018,Jenerette
2,GV,FALSE,"Ecosystem and Social Construction: an Interdisciplinary Case Study of the Shurkul Lake Landscape in Khorezm, Uzbekistan",NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,ECOLOGY AND SOCIETY,2011,Oberkircher
2,CK,FALSE,Ecosystem service delivery of agri-environment measures: A synthesis for hedgerows and grass strips on arable land,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,Laura
2,TK,FALSE,Ecosystem Services and Abrupt Transformations in a Coastal Wetland Social-Ecological System: Tubul-Raqui after the 2010 Earthquake in Chile,NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,ECOLOGY AND SOCIETY,2014,Marin
2,GV,FALSE,Effect of the conversion of conventional pasture to intensive silvopastoral systems on edaphic bacterial and ammonia oxidizer communities in Colombia,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,EUROPEAN JOURNAL OF SOIL BIOLOGY,2016,Maria Cubillos
2,CK,FALSE,Effects of dams on downstream molluscan predator–prey interactions in the Colorado River estuary,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,Smith
2,KCG,FALSE,Enhancing bioassessment approaches: development of a river services assessment framework,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,FRESHWATER SCIENCE,2019,Yates
2,TK,FALSE,Exploring Current and Future Situation of Mediterranean Silvopastoral Systems: Case Study in Southern Spain,NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,RANGELAND ECOLOGY & MANAGEMENT,2018,Palomo-Campesino
2,KCG,FALSE,Exploring subjective well-being and ecosystem services perception along a rural-urban gradient in the high Andes of Ecuador,NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,ECOSYSTEM SERVICES,2018,Aguado
2,NBD,FALSE,Farmers show complex and contrasting perceptions on ecosystem services and their management,NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,ECOSYSTEM SERVICES,2018,Teixeira
2,IS,FALSE,Fine-scale environmental heterogeneities of tidal creeks affect distribution of crab burrows in a Chinese salt marsh,IS: almost included at q3 with the thinking that abundance of crab burrows was not enough but they mentioned in the intro that crabs that burrow are thought to be ecosystem engineers that play a key role in energy and matter transfer,LD,LD: Q1,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,ECOLOGICAL ENGINEERING,2009,Wang
2,TK,FALSE,Flattening of Caribbean coral reefs: region-wide declines in architectural complexity,NA,NBD,NBD: Based on NBD and AK methods review,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2009,Alvarez-Filip
2,TM,FALSE,Forest Landscape Restoration in the Drylands of Latin America,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,ECOLOGY AND SOCIETY,2012,Newton
2,TM,FALSE,Functional ecology and imperfect detection of species,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,METHODS IN ECOLOGY AND EVOLUTION,2018,Roth
2,TM,FALSE,"Functional importance of sacred forest patches in the altered landscape of Palakkad region, Kerala, India",NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,JOURNAL OF TROPICAL ECOLOGY,2017,Ray
2,GV,FALSE,Geographic extent and variation of a coral reef trophic cascade,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,ECOLOGY,2016,McClanahan
2,LB,FALSE,Grass shrimp (Palaemonetes spp.) play a pivotal trophic role in enhancing Ruppia maritima,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,ECOLOGY,2007,McCall
2,GV,FALSE,Habitat connectivity for pollinator beetles using surface metrics,NA,LD,LD: Q3-Methods,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,LANDSCAPE ECOLOGY,2013,Moniem
2,IS,FALSE,"Human impacts on the fire regime of interior Alaska: Interactions among fuels, ignition sources, and fire suppression",NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,ECOSYSTEMS,2006,DeWilde
2,IS,FALSE,Hurricane disturbance and forest dynamics in east Caribbean mangroves,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,ECOSPHERE,2018,Imbert
2,IS,FALSE,Increasing antagonistic interactions cause bacterial communities to collapse at high diversity,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,ECOLOGY LETTERS,2012,Becker
2,CK,FALSE,Increasing ecological multifunctionality during early plant succession,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,PLANT ECOLOGY,2019,Winter
2,SDJ,FALSE,Integrating ecology into green roof research,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,ISRAEL JOURNAL OF ECOLOGY & EVOLUTION,2016,Blaustein
2,GV,FALSE,Integrating estimates of ecosystem services from conservation programs and practices into models for decision makers,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,ECOLOGICAL APPLICATIONS,2011,Euliss
2,AIS,FALSE,Invisible barriers: Differential sanitary regulations constrain vulture movements across country borders,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,BIOLOGICAL CONSERVATION,2018,Arrondo
2,GV,FALSE,Landscape change in an agricultural watershed in the US Midwest,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,LANDSCAPE AND URBAN PLANNING,2009,Rayburn
2,LD,FALSE,Linking changes in species-trait relationships and ecosystem function using a network analysis of traits,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,ECOLOGICAL APPLICATIONS,NA,Siwicka
2,AK,FALSE,Linking landscape futures with biodiversity conservation strategies in northwest Iberia - A simulation study combining surrogates with a spatio-temporal modelling approach,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,ECOLOGICAL INFORMATICS,2016,Santos
2,LB,FALSE,Major histocompatibility complex diversity is positively associated with stream water temperatures in proximate populations of sockeye salmon,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,JOURNAL OF EVOLUTIONARY BIOLOGY,2016,Larson
2,TK,FALSE,Mechanisms mediating the contribution of ecosystem services to human well-being and resilience,NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,ECOSYSTEM SERVICES,2017,Fedele
2,GV,FALSE,Microbial ecological response of the intestinal flora of Peromyscus maniculatus and P. leucopus to heavy metal contamination,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,MOLECULAR ECOLOGY,2010,Coolon
2,CW,FALSE,"Modeling and predicting the growth of the mussel, Mytilus edulis: implications for planning of aquaculture and eutrophication mitigation","CW: This paper was tricky to evaluate. Talks about ES's (nutrient assimilation, production yield for aquaculture) but doesn't quantify anything related to them. Simply states that mussel growth is an EF (reader is to accept that) and that relates to ES's. It also doesn't show how different predictive variables relate to mussel growth rate, figures show overall model performance and AIC values.. I think this paper is more about methods for modeling and how accurate models are than trying to quantify ES provisioning, although map in results does show how mussel relative growth classes are distributed across space.",LD,LD: Q1,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,ECOLOGY AND EVOLUTION,2015,Bergstrom
2,KCG,FALSE,Modelling ecological and other risk factors influencing the outcome of the 2004 tsunami in Sri Lanka,NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,ECOSPHERE,2012,Venkatachalam
2,NBD,FALSE,MtDNA metagenomics reveals large-scale invasion of belowground arthropod communities by introduced species,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,MOLECULAR ECOLOGY,2017,Cicconardi
2,CW,FALSE,Multi-scale vulnerability of natural capital in a panarchy of social-ecological landscapes,NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,ECOLOGICAL COMPLEXITY,2010,Petrosillo
2,GV,FALSE,Multifunctionality of floodplain landscapes: relating management options to ecosystem services,"GV: Had lots of variables, but only experts' assessment of the influence of the driver (intervention/management strategy) on the service. No direct measurement and largely abstract. Examined tradeoffs of different management strategies.",NBD,"NBD: I would call this a methods development paper. They did use some data in the model, but not to ask a question beyond ""does our model work better than the others""",ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,LANDSCAPE ECOLOGY,2014,Schindler
2,TK,FALSE,On the other side of the ditch: exploring contrasting ecosystem service coproduction between smallholder and commercial agriculture,NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,ECOLOGY AND SOCIETY,2018,Malinga
2,CW,FALSE,Optimizing intermediate ecosystem services in agriculture using rules based on landscape composition and configuration indices,"CW: This is a data simulation varying spatial configuration of proportion of field conserved for habitat and where within farm site conserved habitat lies (authors create two different indices to quantify this). What they model is index of ""pollination potential"" (scale is 4-10), which is not in units directly relevant to real world, and quantify this potential when farms make management decision collectively to maximize aggregate pollination potential, vs. when farms make mgmt decisions independently to maximize their own benefit (this study is in an econ journal).",NBD,"NBD: I think this should have been excluded in the first round, it does not directly model an EF or ES (though it does talk about how the land management strategies would affect es), but also it really only focuses on valuation",No EF/ES measured directly (paper should have been excluded in Round 1),This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ECONOMICS,2016,Cong
2,TM,FALSE,Past and future landscape dynamics in pasture-woodlands of the Swiss Jura Mountains under climate change,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,ECOLOGY AND SOCIETY,2013,Peringer
2,CW,FALSE,"Patterns of earthworm, enchytraeid and nematode diversity and community structure in urban soils of different ages",NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,EUROPEAN JOURNAL OF SOIL BIOLOGY,2016,Amosse
2,KCG,FALSE,People or place? An exploration of social and ecological drivers of urban forest species composition,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,URBAN ECOSYSTEMS,2018,Steenberg
2,AIS,FALSE,Plant diversity and generation of ecosystem services at the landscape scale: expert knowledge assessment,NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,JOURNAL OF APPLIED ECOLOGY,2012,Quijas
2,CK,FALSE,"Plant species, functional assemblages and partitioning of diversity in a Mediterranean agricultural mosaic landscape",NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2018,Sole-Senan
2,AIS,FALSE,Predicting effects of large-scale reforestation on native and exotic birds,NA,NA,NA,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,DIVERSITY AND DISTRIBUTIONS,2018,Pejchar
2,JL,FALSE,Preference of an insular flying fox for seed figs enhances seed dispersal of a dioecious species,"JL: Study isn't perfect - there is no sort of control or comparison among ESPs to evaluate how much of a difference the ESP makes for seed dispersal... in this way it reads like a valuation of ES provision rather than a study of the ecology. But they do show an effect of the ESP on germinability of dispersed seed compared to a control, which should support plant regeneration.",NBD,NBD: Has nothing to do with ES/EF. Should have been excluded in the first round from question 5 (this paper does not directly measure/model and Ef and/or ES),No EF/ES measured directly (paper should have been excluded in Round 1),This paper does NOT directly measure/model an EF and/or ES,3,BIOTROPICA,2017,Chen
2,CK,FALSE,Privatizing the commons: impact on ecosystem services in Bangalore's lakes,NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,URBAN ECOSYSTEMS,2015,Unnikrishnan
2,KCG,FALSE,Production of moss-dominated biocrusts to enhance the stability and function of the margins of artificial water bodies,NA,CTW,CTW: methods paper evaluating techniques for cultivating biocrust faster for restoration (added to exclude list by CTW upon data review),ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,RESTORATION ECOLOGY,2018,de Carvalho
2,NBD,FALSE,"Provision of ecosystem services by the Aysen watershed, Chilean Patagonia, to rural households",NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,ECOSYSTEM SERVICES,2013,Delgado
2,KCG,FALSE,Quantifying wave attenuation to inform coastal habitat conservation,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,ECOSPHERE,2013,Pinsky
2,CW,FALSE,"Regional trends and local variability in monsoon precipitation in the northern Chihuahuan Desert, USA",NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,JOURNAL OF ARID ENVIRONMENTS,2014,Petrie
2,TK,FALSE,Resilience and stability of a pelagic marine ecosystem,TK: This one was really tough. The main goal was determining the source of the resilience of the particular ecosystem.,LD,LD: Q1 ,BiodivOnly,This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,20,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,Lindegren
2,TK,FALSE,Science synthesis for management as a way to advance ecosystem restoration: evaluation of restoration scenarios for the Florida Everglades,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,RESTORATION ECOLOGY,2017,Wetzel
2,IS,FALSE,"Sea otters, social justice, and ecosystem-service perceptions in Clayoquot Sound, Canada",NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,CONSERVATION BIOLOGY,2017,Levine
2,TK,FALSE,Seasonality in recreation supply and demand in an urban lake ecosystem in Finland,NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,URBAN ECOSYSTEMS,2019,Vierikko
2,NBD,FALSE,Temporal changes in the abiotic/biotic drivers of selfpurification in a temperate river,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,ECOLOGICAL ENGINEERING,2016,Wagner
2,CK,FALSE,Temporal Dynamics of Ecosystem Services,NA,NA,NA,SocialOnly,This paper ONLY focuses on social dimensions of services (no measurement of services or processes),21,ECOLOGICAL ECONOMICS,2018,Rau
2,KCG,FALSE,The forgotten flies: the importance of non-syrphid Diptera as pollinators,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,Orford
2,JL,FALSE,The role of ruminants in reducing agriculture's carbon footprint in North America,NA,NA,NA,ReviewOnly,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",22,JOURNAL OF SOIL AND WATER CONSERVATION,2016,Teague
