"Round2_reviewer","Number","MeetsCriteria_matches","Round1_reviewer","Comments","FirstAuthor","Title","AuthorsFull","SourcePublication","Abstract","PublicationDate","PublicationYear"
"Tim",1021,0,"Kathryn",NA,"Maria Cubillos","Effect of the conversion of conventional pasture to intensive silvopastoral systems on edaphic bacterial and ammonia oxidizer communities in Colombia","Maria Cubillos, Ana; Vallejo, Victoria E.; Arbeli, Ziv; Teran, Wilson; Dick, Richard P.; Molina, Carlos H.; Molina, Enrique; Roldan, Fabio","EUROPEAN JOURNAL OF SOIL BIOLOGY","Colombia, as well as many tropical countries, has experienced severe deforestation in the last decades, and millions of acres of native forest areas (F) have been replaced by conventional monoculture pastures (CP), contributing to ecological and soil degradation. In response, multi-canopy intensive silvopastoral systems (ISS), which includes herbs, shrubs and trees, have been developed to provide local fodder sources for livestock while reducing the need for external inputs with a goal to conserve landscapes and improve soil quality. However, there is limited information on the temporal responsiveness of ISS to deliver ecosystem services as reflected in soil microbial properties. Therefore, the objective of this study was to examine the shifts of total and ammonia-oxidizing bacteria (AOB) communities along an ISS chronosequence (ranging from 3 to 15 years since establishment), in comparison to CP and native F and investigate P. juliflora trees as a resource island relative to soil microbial properties. Denaturing gradient gel electrophoresis (DGGE) fingerprints of 16S rRNA gene (total bacteria) as well as amoA gene (ammonia-oxidizing bacteria) (AOB) indicated that soil bacterial communities varied between the land uses, with higher similarities between F and ISS communities, in comparison to CP. The abundance and nitrification potential of ammonia oxidizers were significantly higher in CP and lower in F. In addition, the bacterial communities across ISS chronosequence were more similar between older (ISS-12) and intermediate (ISS-8) systems in comparison with youngest systems (ISS-3). Finally, the canopy of P. juliflora tree did not have an impact on structure of total bacterial community; though, it did have an effect on the structure of AOB communities. Our study suggests that ISS might restore some of the ecosystem services offered by soil microbial communities. (C) 2015 Published by Elsevier Masson SAS.","JAN-FEB",2016
"Tim",283,1,"Aislyn",NA,"Martin","Monitoring the social benefits of ecological restoration","Martin, David M.; Lyons, James E.","RESTORATION ECOLOGY","Ecological restoration has traditionally been evaluated by monitoring the recovery of ecological conditions, such as species abundance and diversity, physical form, and water quality; monitoring the social benefits of restoration is uncommon. Current monitoring frameworks do not track who benefits from restoration or by how much. We investigate how ecological restoration could be monitored to provide indications of improvement in terms of social conditions. We provide suggestions for measuring several categories of social indicators, including access, beneficiaries, and quality of benefit, using information compiled from natural and social science literature. We demonstrate how to evaluate ecological and social indicators over time at a site or landscape scale using multicriteria analysis. We use flood protection and recreation as example benefits to monitor.","NOV",2018
"Tim",172,1,"Aislyn","describe INSEAT tool and provide four case studies using it..I would say it should be included.","Martinez-Cillero","A practical tool for assessing ecosystem services enhancement and degradation associated with invasive alien species","Martinez-Cillero, Rocio; Willcock, Simon; Perez-Diaz, Alvaro; Joslin, Emma; Vergeer, Philippine; Peh, Kelvin S. -H.","ECOLOGY AND EVOLUTION","Current approaches for assessing the effects of invasive alien species (IAS) are biased toward the negative effects of these species, resulting in an incomplete picture of their real effects. This can result in an inefficient IAS management. We address this issue by describing the INvasive Species Effects Assessment Tool (INSEAT) that enables expert elicitation for rapidly assessing the ecological consequences of IAS using the ecosystem services (ES) framework. INSEAT scores the ecosystem service ""gains and losses"" using a scale that accounted for the magnitude and the reversibility of its effects. We tested INSEAT on 18 IAS in Great Britain. Here, we highlighted four case studies: Harmonia axyridis (Harlequin ladybird), Astacus leptodactylus (Turkish crayfish), Pacifastacus leniusculus (Signal crayfish) and Impatiens glandulifera (Himalayan balsam). The results demonstrated that a collation of different experts' opinions using INSEAT could yield valuable information on the invasive aliens' ecological and social effects. The users can identify certain IAS as ES providers and the trade-offs between the ES provision and loss associated with them. This practical tool can be useful for evidence-based policy and management decisions that consider the potential role of invasive species in delivering human well-being.","APR",2019
"Tim",869,2,"Julie","effect of degradation and restoration on forest ES's","Matzek","Incomplete recovery of ecosystem processes after two decades of riparian forest restoration","Matzek, Virginia; Warren, Shawn; Fisher, Colleen","RESTORATION ECOLOGY","Restoration of ecosystem processes such as carbon storage and nutrient cycling may lag behind the restoration of structural attributes of ecosystems, such as species richness and biomass. We used a replicated chronosequence of reforested sites on the Sacramento River floodplain to ask if ecosystem processes had reached functional equivalence with nearby remnant forest patches. We found that live and dead biomass pools had mostly recovered to remnant forest levels within two decades of replanting, but soil carbon and nitrogen stocks, rates of CO2 efflux, N availability, and nutrient-use efficiency still differed significantly between restored and remnant forests. Reforested sites are thus still functionally distinct from remnants despite similarities of vegetation structure.","SEP",2016
"Tim",1917,1,"Nick",NA,"McCall","Grass shrimp (Palaemonetes spp.) play a pivotal trophic role in enhancing Ruppia maritima","McCall, Donna Drury; Rakocinski, Chet F.","ECOLOGY","Coupled trophic-engineer interactions are potentially important for maintaining habitat function and ecosystem services. As ephemeral submerged aquatic vegetation (SAV), Ruppia maritima has a short well-defined growth-senescence cycle and should benefit from any ecological interaction that enhances its physical condition and longevity. Grass shrimp (Palaemonetes spp.) are abundant facultative grazers of epiphytic algae and conveyors of nutrients in tidal marsh and SAV habitats. Grass shrimp addition consistently enhanced Ruppia biomass and shoot density in a series of three field experiments conducted in Grand Bay National Estuarine Research Reserve, Mississippi, USA. In two experiments, epiphyte grazing by grass shrimp enhanced Ruppia by inhibiting die-back during the mid- and latter stages of the Ruppia life cycle. Despite a nonsignificant epiphyte grazing effect, grass shrimp also enhanced Ruppia during its early growth stage in a third experiment. In that experiment, nutrient addition also significantly increased epiphyte biomass. Grass shrimp may have fostered the early growth of Ruppia through direct deposition of feces to the sediment in the third experiment. Grass shrimp play a pivotal trophic role in the maintenance of Ruppia through context-dependent interactions involving stage of the SAV life cycle, season, and nutrient limitation.","MAR",2007
"Tim",1594,1,"Grant",NA,"McMahon","Fungicide-induced declines of freshwater biodiversity modify ecosystem functions and services","McMahon, Taegan A.; Halstead, Neal T.; Johnson, Steven; Raffel, Thomas R.; Romansic, John M.; Crumrine, Patrick W.; Rohr, Jason R.","ECOLOGY LETTERS","Although studies on biodiversity and ecosystem function are often framed within the context of anthropogenic change, a central question that remains is how important are direct vs. indirect (via changes in biodiversity) effects of anthropogenic stressors on ecosystem functions in multitrophic-level communities. Here, we quantify the effects of the fungicide chlorothalonil on 34 species-, 2 community- and 11 ecosystem-level responses in a multitrophic-level system. At ecologically relevant concentrations, chlorothalonil increased mortality of amphibians, gastropods, zooplankton, algae and a macrophyte (reducing taxonomic richness), reduced decomposition and water clarity and elevated dissolved oxygen and net primary productivity. These ecosystem effects were indirect and predictable based on changes in taxonomic richness. A path analysis suggests that chlorothalonil-induced reductions in biodiversity and top-down and bottom-up effects facilitated algal blooms that shifted ecosystem functions. This work emphasises the need to re-evaluate the safety of chlorothalonil and to further link anthropogenic-induced changes in biodiversity to altered ecosystem functions.","JUL",2012
"Tim",1516,1,"Grant",NA,"Michel","Impact of disturbance on above-ground water storage capacity of bryophytes in New Zealand indigenous tussock grassland ecosystems","Michel, Pascale; Payton, Ian J.; Lee, William G.; During, Heinjo J.","NEW ZEALAND JOURNAL OF ECOLOGY","Bryophytes are widespread in many plant communities and can attain cover and biomass levels that influence ecosystem processes. We investigated the impact of disturbance (fire, topsoil removal) on the composition, biomass, and water storage capacity of bryophytes in indigenous temperate tall-tussock grasslands managed to sustain an ecosystem service (regular provision of water) to nearby urban areas. We surveyed bryophyte composition, structure and water-related traits 9 years after experimental fires and topsoil removal. Total water storage capacity of non-epiphytic bryophytes in control grassland sites was estimated at 4.3 mm, a value similar to that found in temperate New Zealand forests. Total biomass, species composition, and water-related traits were the main drivers of water storage potential from bryophytes. A major shift in bryophyte species composition following disturbances reduced this potential by over 80%. Bryophyte community changed from a dense ground cover (71%) of the pleurocarpous moss Hypnum cupressiforme with high water holding capacity (c. 1400% of dry mass) in control plots, to low frequency of the colonist moss Polytrichum juniperinum in burned plots, and two Campylopus species in areas with topsoil removed for firebreaks (all three displaying a low water holding capacity of less than 800% dry mass). We concluded that despite their low species diversity (12 species in total in undisturbed sites), bryophytes form a major, previously unrecognised; component of indigenous tall-tussock grasslands in New Zealand, and contribute towards sustaining the valued water holding capacity of these systems. Like the tussock dominants, bryophytes and their associated ecological functions are highly susceptible to long-term impacts from burning and vegetation clearance. It is therefore critical to account for the recovery of bryophytes in the management of indigenous tall-tussock grasslands to maintain healthy ecosystems.",NA,2013
"Tim",666,1,"Laura",NA,"Murdoch","Ecological interactions shape the distribution of a cultural ecosystem service: Argali sheep (Ovis ammon) in the Gobi-Steppe of Mongolia","Murdoch, James D.; Reading, Richard P.; Amgalanbaatar, Sukh; Wingard, Ganchimeg; Lkhagvasuren, Badamjav","BIOLOGICAL CONSERVATION","Cultural ecosystem services, such as the enjoyment and satisfaction of viewing a species in the wild, are often underrepresented in conservation planning. Understanding the spatial distribution of wildlife-related services can inform management, which is especially important for declining species. We examined how natural and human features of a landscape influence the distribution of argali sheep in Itch Nart Nature Reserve, Mongolia, a popular destination for tourists seeking the opportunity to see and experience this declining species. We collected 1999 argali locations from 2009 to 2011 and developed an occupancy model for each season and across seasons. Occupancy probability equates to the chance of seeing the species, and provides a measure that not only describes the distribution of argali, but also the cultural service they provide. We developed a set of 67 candidate models and the top-ranking model each season and across seasons was the interaction of proximity to water and proportion of rocky outcrop at a site. Argali occupancy increased as distance to water decreased and amount of rocky outcrop increased. The simulated removal of water sources resulted in a 98% loss in landscape quality. Our results provide among the first occupancy models for argali, which can inform decision-making at multiple spatial scales. They also reveal the importance of water sources, which are intensively used by people and livestock, and indicate that careful management of these resources will be important to sustaining argali in the landscape. (C) 2017 Elsevier Ltd. All rights reserved.","MAY",2017
"Tim",1518,0,"Grant","ES tradeoffs under different hypothetical management scenarios were modeled","Oteros-Rozas","Envisioning the future of transhumant pastoralism through participatory scenario planning: a case study in Spain","Oteros-Rozas, Elisa; Martin-Lopez, Berta; Lopez, Cesar A.; Palomo, Ignacio; Gonzalez, Jose A.","RANGELAND JOURNAL","Transhumance is a practice of nomadic pastoralism that was once common in Mediterranean Europe. This livestock-rearing system is associated with the maintenance of cultural landscapes and the delivery of a wide range of ecosystem services. Although transhumance is still practised in Spain on a small scale, its future is highly uncertain because of socioeconomic constraints and other drivers of change. A participatory scenario-planning exercise with 68 participants, including shepherds, decision-makers, veterinarians, environmental experts, intermediaries from the wool and meat markets, and researchers, was used to envision plausible futures for transhumance and to enlighten policy-making for the maintenance of this practice along the Conquense Drove Road, one of the largest foot-based transhumant social-ecological networks still in use in Spain. Specifically, the aims were to: (1) analyse the drivers influencing the future of transhumance, (2) depict the current situation of transhumance, (3) envision future scenarios for this activity, (4) analyse ecosystem services' trade-offs between different scenarios and their effect on human wellbeing, and (5) provide some insights for policy-making related to the maintenance of transhumance. Four plausible future scenarios were built, each showing clear trade-offs in the delivery of 19 ecosystem services, such as food, fibre, ecological connectivity, soil fertility, air quality, fire prevention, cultural identity, local ecological knowledge and cultural exchanges, as well as the different dimensions of human wellbeing. As a result of the participatory process, nine management strategies were identified for the maintenance of transhumance. Priority was given to the implementation of payment schemes for ecosystem services, the enhancement of social capital among transhumants and institutional coordination, the improvement of product marketing, and the restoration and conservation of drove roads. Finally, the implications of the current reform of the Common Agricultural Policy in the European Union for the maintenance of transhumance are discussed.",NA,2013
"Tim",179,1,"Aislyn","I think this could be considered measuring ES - uses land cover data and biophysical data to look at relationship between forest density and carbon stocks, sediment retention, habitat provision and raw materials","Paudyal","Spatial assessment of the impact of land use and land cover change on supply of ecosystem services in Phewa watershed, Nepal","Paudyal, Kiran; Baral, Himlal; Bhandari, Santosh P.; Bhandari, Anil; Keenan, Rodney J.","ECOSYSTEM SERVICES","Community-managed forested landscapes are complex social-ecological systems that supply a variety of ecosystem services (ES) to society. The flow of these services depends on land use and land cover (LULC) changes, ecological factors such as types, pattern and composition of vegetation, as well as anthropogenic factors. ES assessment helps to deal with the complexity of the interrelationships among LULC, ES supply and societal benefits. Using the case of the Phewa watershed, Nepal, this paper presents a quantitative and qualitative assessment of priority ES to understand how the supply of ES and their societal benefits have changed over the past 40 years. LULC changes were analysed using satellite images, ecosystem services were assessed using biophysical data and expressed spatially using ArcGIS. Results reveal a substantial reversal of land degradation and indicate forest recovery over the last 40 years. Dense forests increased by 1471 ha (88%) while sparse forests, grasslands and agricultural lands declined by 26%, 77% and 15%, respectively. These significant changes in LULC had a positive impact on ES due to the conversion of agricultural/grasslands and degraded forests to dense forests. ES varied significantly across the watershed. Dense forests provided relatively higher sediment retention (soil erosion rate decreased from > 30 ton ha(1) yr(1) to < 15 ton ha(-1) yr(-1)), carbon stocks (from < 50 m(3) ha(-1) to > 100 m(3) ha(-1)), habitat provision, and raw materials than other types of land cover, but reduced the water discharge. Increased aesthetic value from the restored landscape provides higher opportunities for recreation and ecotourism. Analysis of benefit-relevant indicators revealed that the perceived societal benefits from most of the ES were significantly lower than the potential supply of ES in the watershed.","APR",2019
"Tim",243,2,"Aislyn",NA,"Pueyo-Ros","Uses and Preferences of Visitors to Coastal Wetlands in Tourism Destinations (Costa Brava, Spain)","Pueyo-Ros, Josep; Ribas, Anna; Fraguell, Rosa M.","WETLANDS","The local development policies of coastal tourism destinations are frequently focused on popular resources, such as beaches, and tend to overlook coastal wetlands, which are often located in the interstitial spaces of urbanistic transformations caused by mass tourism and considered untended marginal sites. This article investigates the uses and preferences of visitors to these wetlands with the goal of increasing cultural sustainability, improving conservation and strengthening management policies. Although the results show that almost all the current uses of coastal wetlands are recreational (such as cycling, running and walking), visitors have indicated that the positive aspects of these sites are related to their landscape quality and degree of naturalness. The results also suggest that although repeat visitors are aware of wetlands' value, increasing the consciousness of local inhabitants regarding their value is important for prioritising local policies designed to promote the conservation of wetlands located at coastal tourism destinations. Finally, our study results indicate that improving cultural sustainability is compatible with improving the ecological status of coastal wetlands.","DEC",2018
"Tim",634,1,"Laura",NA,"Rhodes","Diatoms to human uses: linking nitrogen deposition, aquatic eutrophication, and ecosystem services","Rhodes, Charles; Bingham, Andrew; Heard, Andrea M.; Hewitt, Julie; Lynch, Jason; Waite, Randall; Bell, Michael D.","ECOSPHERE","Nitrogen (N) loading to aquatic ecosystems can lead to eutrophication, changing the ecosystem within a waterbody, including primary productivity, water clarity, and food web dynamics. Nutrient loading often first affects the primary productivity of aquatic systems through shifts in phytoplankton communities. However, ecologically important changes in phytoplankton are often not relatable to the general public-whose behavior would need to change to alter patterns of nutrient loading. Therefore, we use the STressor-Ecological Production function-final ecosystem Services Framework to develop 154 chains that link changes in biological indicators of aquatic eutrophication (a shift in phytoplankton community) to final ecosystem services that people use or appreciate. We identify 13 ecological production functions (EPF) within three different ecosystems (alpine lakes, lakes, and estuaries) that connect changes in phytoplankton and algae to ecological endpoints that the general public and policy makers can appreciate. Using the Final Ecosystem Goods and Services Classification System, we identify 18 classes of human beneficiaries that potentially will be impacted by a change in one of these endpoints. We further assign strength-of-science scores to each link within the EPFs for the 154 chains according to how well each link is supported by current peer-reviewed literature. By identifying many pathways through which excess N loading in U. S. surface waters can affect ecosystems and ultimately the beneficiaries of ecosystem services, this work intends to draw attention to gaps in empirical ecological literature that constrain understanding of the magnitude of effects that excess N loading can have on human well-being. Results highlight the importance of intersections between the natural and social sciences when managers and policy makers evaluate impacts from ecological stressors. A balance between knowledgeable specialists proved key to applying this approach and will continue to remain important.","JUL",2017
"Tim",337,0,"Sierra","strategies to decrease the impacts of a weevil on crop yield","Rundloef","Annual flower strips support pollinators and potentially enhance red clover seed yield","Rundloef, Maj; Lundin, Ola; Bommarco, Riccardo","ECOLOGY AND EVOLUTION","Ecological intensification provides opportunity to increase agricultural productivity while minimizing negative environmental impacts, by supporting ecosystem services such as crop pollination and biological pest control. For this we need to develop targeted management solutions that provide critical resources to service-providing organisms at the right time and place. We tested whether annual strips of early flowering phacelia Phacelia tanacetifolia support pollinators and natural enemies of seed weevils Protapion spp., by attracting and offering nectar and pollen before the crop flowers. This was expected to increase yield of red clover Trifolium pratense seed. We monitored insect pollinators, pests, natural enemies and seed yields in a total of 50 clover fields along a landscape heterogeneity gradient, over 2years and across two regions in southern Sweden. About half of the fields were sown with flower strips of 125-2,000m(2). The clover fields were pollinated by 60% bumble bees Bombus spp. and 40% honey bees Apis mellifera. The clover seed yield was negatively associated with weevil density, but was unrelated to bee species richness and density. Flower strips enhanced bumble bees species richness in the clover fields, with the strongest influence in heterogeneous landscapes. There were few detectable differences between crop fields with and without flower strips. However, long-tongued bumble bees were redistributed toward field interiors and during phacelia bloom honey bees toward field edges. Clover seed yield also increased with increasing size of the flower strip. We conclude that annual flower strips of early flower resources can support bumble bee species richness and, if sufficiently large, possibly also increase crop yields. However, clover seed yield was mainly limited by weevil infestation, which was not influenced by the annual flower strips. A future goal should be to design targeted measures for pest control.","AUG",2018
"Tim",832,1,"Julie",NA,"Saturni","Landscape structure influences bee community and coffee pollination at different spatial scales","Saturni, Fernanda Teixeira; Jaffe, Rodolfo; Metzger, Jean Paul","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","Although several studies have shown that the presence of bees results in increased crop yields, the mechanisms that determine pollination service across different spatial scales are still largely unknown. Here, we evaluated the influence of landscape structure over bee community composition and coffee (Coffea arabica) pollination. Our study was undertaken in one of the most important coffee-producing regions of Brazil, and comprised nine landscapes of sun coffee plantations surrounded by different amounts of Atlantic Forest remnants. Using floral exclusion experiments we evaluated fruit set in 15 coffee shrubs per landscape. We also sampled the bees visiting coffee flowers. Our analyses were made at two landscape scales, with 1 and 2 km radii, and one shrub scale, with 300 m radius around each coffee shrub. We collected 241 bee individuals and identified a total of 22 species. The honeybee Apis mellifera (Apini) was the most abundant flower visitor followed by Trigona spinipes (Meliponini). Native bee abundance, richness and diversity were positively affected by forest cover at the shrub scale. Honeybee abundance, on the other hand, was negatively affected by forest cover at the shrub scale. The presence of bees resulted in an increase in coffee fruit set of 28%. A. mellifera abundance positively affected fruit set across spatial scales, while the composition of the native bee community affected fruit set differently at the landscape scales than at the shrub scale. Our work shows that bee pollination services are affected by landscape structure at different spatial scales. These findings can be used in conservation and agricultural planning to maximize crop production while safeguarding biodiversity and the provision of pollination services. (C) 2016 Elsevier B.V. All rights reserved.","43770",2016
"Tim",378,1,"Sierra","spatial subsidies - ""habitat in rural landscapes subsidizes urban residents""","Semmens","Quantifying ecosystem service flows at multiple scales across the range of a long-distance migratory species","Semmens, Darius J.; Diffendorfer, Jay E.; Bagstad, Kenneth J.; Wiederholt, Ruscena; Oberhauser, Karen; Ries, Leslie; Semmens, Brice X.; Goldstein, Joshua; Loomis, John; Thogmartin, Wayne E.; Mattsson, Brady J.; Lopez-Hoffman, Laura","ECOSYSTEM SERVICES","Migratory species provide ecosystem goods and services throughout their annual cycles, often over long distances. Designing effective conservation solutions for migratory species requires knowledge of both species ecology and the socioeconomic context of their migrations. We present a framework built around the concept that migratory species act as carriers, delivering benefit flows to people throughout their annual cycle that are supported by the network of ecosystems upon which the species depend. We apply this framework to the monarch butterfly (Danaus plexippus) migration of eastern North America by calculating their spatial subsidies. Spatial subsidies are the net ecosystem service flows throughout a species' range and a quantitative measure of the spatial mismatch between the locations where people receive most benefits and the locations of habitats that most support the species. Results indicate cultural benefits provided by monarchs in the U.S. and Canada are subsidized by migration and overwintering habitat in Mexico. At a finer scale, throughout the monarch range, habitat in rural landscapes subsidizes urban residents. Understanding the spatial distribution of benefits derived from and ecological support provided to monarchs and other migratory species offers a promising means of understanding the costs and benefits associated with conservation across jurisdictional borders. Published by Elsevier B.V.","JUN",2018
"Tim",304,1,"Sierra","methods for dealing with different measures (sample sizes, plot sizes, sampling intensities) of forests and urban forests","Staudhammer","Assessing methods for comparing species diversity from disparate data sources: the case of urban and peri-urban forests","Staudhammer, Christina L.; Escobedo, Francisco J.; Blood, Amy","ECOSPHERE","Multi-scale forest inventory and monitoring data are increasingly being used in studies assessing forest diversity, structure, disturbance, and carbon dynamics. Also, local-level urban forest inventories are providing plot data and protocols to study tree diversity and ecosystem services in urban forests worldwide. But, differences in the sampling methods underlying these disparate protocols and data sources is a non-trivial concern in formulating comparative analyses. We assess commonly used methods for comparing tree diversity in peri-urban and urban forests when available data have different sample sizes, plot sizes, and sampling intensities. We present methods for appropriately evaluating species richness, as well as methods for comparing species distributions via community data matrices. Using permanent plot data from the southeastern United States, we present a case study comparing urban and peri-urban forests along a north-south gradient, and assessing species richness and the ecological homogenization hypothesis. Our findings indicate that comparisons of tree species richness among communities, or forest types, are often inconclusive since commonly used sample sizes do not provide precise estimates of the number of species present. While the ecological homogenization hypotheses can be tested under conditions of unequal sampling effort, we suggest robust methods such as PERMANOVA and the Raup-Crick dissimilarity index. A framework for selecting appropriate methods is also discussed. As forests are increasingly being altered by anthropogenic drivers, future studies using disparate data sources must account for differences in measurements and sampling protocols in order to produce results that are both statistically defensible and useful for science-based management.","OCT",2018
"Tim",1898,1,"Nick",NA,"Tratalos","Urban form, biodiversity potential and ecosystem services","Tratalos, Jamie; Fuller, Richard A.; Warren, Philip H.; Davies, Richard G.; Gaston, Kevin J.","LANDSCAPE AND URBAN PLANNING","Using data from selected areas in five UK cities, we studied the relationships between urban form and the following measures of ecosystem performance: availability and patch characteristics of tree cover, gardens and green space; storm-water run-off; maximum temperature; carbon sequestration. Although most measures of ecosystem performance declined with increasing urban density, there was considerable variability in the relationships. This suggests that at any given density, there is substantial scope for maximising ecological performance. The social status of residents was related to measures of tree cover. Housing type was significantly associated with some types of ecosystem service provision, indicating that the type of development may be important independent of its density. These findings have implications for understanding the distribution of ecosystem services and biodiversity across urban landscapes, and the management of development aimed at meeting UK government housing density targets. (c) 2007 Elsevier B.V. All rights reserved.","43806",2007
"Tim",518,0,"Isabel",NA,"Traveset","Effects of habitat loss on the plant-flower visitor network structure of a dune community","Traveset, Anna; Castro-Urgal, Rocio; Rotllan-Puig, Xavier; Lazaro, Amparo","OIKOS","Pollination is a valuable ecosystem service, and plant-pollinator interactions in particular are known to play a crucial role in conservation and ecosystem functioning. These mutualisms, like other ecological interactions, are currently threatened by different drivers of global change, mainly habitat loss, fragmentation, or modification of its quality. Most studies so far have focused on the impact of such disturbances on particular species interactions and we thus need more empirical evidence on the responses at a community-level. Here we evaluated how habitat loss influenced the pattern of interactions between plants and their flower visitors in a coastal dune marshland community. Using data from four years (2008-2011), we assessed the effect of a large disturbance in the area (occurring in 2010) that represented the loss of more than 50% of the vegetation cover. We found a considerable decrease in species richness and abundance of flower visitors, which resulted in a lower number of interactions after the disturbance. Not all functional groups, however, responded similarly. Contrary to the expected from previous findings, bees and wasps were less negatively influenced than beetles, flies and ants, possibly due to their higher movement capacity. Species interactions in the community were more specialized after habitat loss, resulting in a lower level of network nestedness and a higher modularity. At a species level, the number of flower visitors per plant decreased after the disturbance, and plants were visited by less abundant flower visitors. Our findings lead us to predict that the overall plant-flower visitor network became less robust and resilient to future perturbations. However, the fact that each functional group responds distinctly to disturbances makes it more difficult to foresee the final consequences on community composition and ecosystem functioning.","JAN",2018
"Tim",204,1,"Aislyn",NA,"Vanneste","Functional trait variation of forest understorey plant communities across Europe","Vanneste, Thomas; Valdes, Alicia; Verheyen, Kris; Perring, Michael P.; Bernhardt-Roemermann, Markus; Andrieu, Emilie; Brunet, Jorg; Cousins, Sara A. O.; Deconchat, Marc; De Smedt, Pallieter; Diekmann, Martin; Ehrmann, Steffen; Heinken, Thilo; Hermy, Martin; Kolb, Annette; Lenoir, Jonathan; Liira, Jaan; Naaf, Tobias; Paal, Taavi; Wulf, Monika; Decocq, Guillaume; De Frenne, Pieter","BASIC AND APPLIED ECOLOGY","Global environmental changes are expected to alter the functional characteristics of understorey herb-layer communities, potentially affecting forest ecosystem functioning. However, little is known about what drives the variability of functional traits in forest understories. Here, we assessed the role of different environmental drivers in shaping the functional trait distribution of understorey herbs in fragmented forests across three spatial scales. We focused on 708 small, deciduous forest patches located in 16 agricultural landscape windows, spanning a 2500-km macroclimatic gradient across the temperate forest biome in Europe. We estimated the relative effect of patch-scale, landscape-scale and macroclimatic variables on the community mean and variation of plant height, specific leaf area and seed mass. Macroclimatic variables (monthly temperature and precipitation extremes) explained the largest proportion of variation in community trait means (on average 77% of the explained variation). In contrast, patch-scale factors dominated in explaining community trait variation (on average 68% of the explained variation). Notably, patch age, size and internal heterogeneity had a positive effect on the community-level variability. Landscape-scale variables explained only a minor part of the variation in both trait distribution properties. The variation explained by shared combinations of the variable groups was generally negligible. These findings highlight the importance of considering multiple spatial scales in predictions of environmental-change effects on the functionality of forest understories. We propose that forest management sustainability could benefit from conserving larger, historically continuous and internally heterogeneous forest patches to maximise ecosystem service diversity in rural landscapes. (C) 2018 Gesellschaft fur Okologie. Published by Elsevier GmbH. All rights reserved.","FEB",2019
"Tim",1403,1,"Laurel",NA,"Venail","Phylogenetic distance and species richness interactively affect the productivity of bacterial communities","Venail, Patrick A.; Vives, Martha J.","ECOLOGY","Our understanding of how biodiversity influences ecosystem functioning is entering a new stage of its development through the incorporation of information about the evolutionary relatedness of species. Bacteria are prime providers of essential ecosystem services, representing an excellent model system to perform biodiversity-ecosystem function research. By using bacteria isolated from petroleum-contaminated sites, we show that communities composed of poorly related species were more productive than those containing highly related species. The nature of the forces controlling this positive effect of phylogenetic diversity on community productivity depended on the number of species in culture. In communities of two species the positive effect of phylogenetic diversity on productivity was driven by changes in the selection effect. Communities of two distantly related species were dominated by the most productive species in monoculture, whereas communities of two closely related species were dominated by the less productive species in monoculture. In communities of four species the positive effect of phylogenetic diversity on productivity was driven by changes in the complementarity effect. In communities composed of four distantly related species the influence of positive interactions such as facilitation, cross-feeding, and niche partitioning seemed to outweigh the influence of negative interactions such as interference. As a consequence the proportion of species favored by the presence of other species increased as they became less related. Multiple facets of biodiversity may influence ecosystem functioning. Here, we present evidence of an interaction between phylogenetic and taxonomic diversity on community productivity, underlining the importance of considering multiple aspects of biodiversity when studying its impact on ecosystem functioning.","NOV",2013
"Tim",80,0,"Claire",NA,"Vierikko","Seasonality in recreation supply and demand in an urban lake ecosystem in Finland","Vierikko, Kati; Yli-Pelkonen, Vesa","URBAN ECOSYSTEMS","Monetary valuation methods are commonly used to analyze recreation values of water ecosystems. However, most studies on water-related recreation values have not analyzed direct links between ecological elements providing recreation opportunities and user demands. Therefore, we implemented an ecosystem service approach to study human-nature interaction during the actual recreation visit to an urban freshwater site. We developed a conceptual model of local cultural ecosystem services (CES) to study interactions between recreation supply and demand. We were interested in seasonality of water-related recreation supply, and the different demands of summer and off-summer visitors. We chose urban Lake Kuusijarvi in the city of Vantaa, Finland, as our case study area, because it is a popular outdoor recreation area around the year. We identified 14 key elements of the supply of local CES and 22 socio-cultural values for the demand for local CES. We found little seasonal change in recreation supply, but the socio-demographic characteristics and demands of summer and off-summer visitors varied significantly. Demand was higher and more diverse during the summer season, while off-summer visitors were more specific in their demands. Moreover, some visitors feared that some socio-cultural values can be lost if the recreational use of the lake area increases. We discuss our findings in a theoretical context focusing especially on interactions between supply and demand of local CES at Lake Kuusijarvi.","AUG",2019
