"Round2_reviewer1","Round2_reviewer2","Number","MeetsCriteria_matches","Round1_reviewer","Comments","FirstAuthor","Title","AuthorsFull","SourcePublication","Abstract","PublicationDate","PublicationYear"
"Travis","Caitlin",72,0,"Claire",NA,"Decker","Restoration potential of threatened ecosystem engineers increases with aridity: broad scale effects on soil nutrients and function","Decker, Orsi; Eldridge, David J.; Gibb, Heloise","ECOGRAPHY","Species extinctions alter ecosystem services, and the magnitude of this impact is likely to change across environmental gradients. In Australia, soil-disturbing mammals that are now considered ecologically extinct are thought to be important ecosystem engineers. Previous studies have demonstrated microsite-level impacts of reintroduced soil-disturbing mammals on soil functions, but effects are yet to be tested across larger scales. Further, it is unclear how impacts vary across environmental gradients and if the restoration potential of reintroductions changes with climate. We examined the effects of soil-disturbing mammal reintroductions across a large rainfall gradient in Australia to test the hypothesis that ecosystem engineering effects on soil function depend on climate. We compared soil labile carbon, available nitrogen and the activity of four enzymes associated with nutrient cycling in three microsite types with and without soil-disturbing mammals in five sites along a large rainfall gradient (166-870 mm). Soil enzyme activity was greatest in the presence of soil-disturbing mammals and increased with rainfall, but soil available carbon and nitrogen varied across the gradient and among microsites. Microsite effects were often stronger than any effects of soil-disturbing mammals, with soil beneath vegetated patches (shrubs and trees) having greater enzyme activity, carbon and nitrogen than bare soils. However, soil-disturbing mammals homogenised nutrient distributions across microsites. The impacts of soil-disturbing mammals on soil function previously detected at micro-scales was detected at a landscape-scale. However, the overall effects of soil-disturbing mammals on soil functions varied with productivity (rainfall). The context of soil-disturbing mammal reintroductions is thus likely to be critical in determining their effectiveness in restoring soil function.","AUG",2019
"Travis","Kathryn",1309,1,"Anna",NA,"Deguines","Large- scale trade- off between agricultural intensification and crop pollination services","Deguines, Nicolas; Jono, Clementine; Baude, Mathilde; Henry, Mickael; Julliard, Romain; Fontaine, Colin","FRONTIERS IN ECOLOGY AND THE ENVIRONMENT","Unprecedented growth in human populations has required the intensification of agriculture to enhance crop productivity, but this was achieved at a major cost to biodiversity. There is abundant local-scale evidence that both pollinator diversity and pollination services decrease with increasing agricultural intensification. This raises concerns regarding food security, as two-thirds of the world's major food crops are pollinator-dependent. Whether such local findings scale up and affect crop production over larger scales is still being debated. Here, we analyzed a country-wide dataset of the 54 major crops in France produced over the past two decades and found that benefits of agricultural intensification decrease with increasing pollinator dependence, to the extent that intensification failed to increase the yield of pollinator-dependent crops and decreased the stability of their yield over time. This indicates that benefits from agricultural intensification may be offset by reductions in pollination services, and supports the need for an ecological intensification of agriculture through optimization of ecosystem services.","MAY",2014
"Travis","Kathryn",1789,1,"Nick",NA,"Glover","Harvested perennial grasslands provide ecological benchmarks for agricultural sustainability","Glover, Jerry D.; Culman, Steve W.; DuPont, S. Tianna; Broussard, Whitney; Young, Lauren; Mangan, Margaret E.; Mai, John G.; Crews, Timothy E.; DeHaan, Lee R.; Buckley, Daniel H.; Ferris, Howard; Turner, R. Eugene; Reynolds, Heather L.; Wyse, Donald L.","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","Perennial vegetation can provide multiple ecosystem services essential for sustainable production more effectively than production systems based on annual crops. However, the ability of annually harvested, unfertilized perennial systems to sustain long-term yields while also maintaining ecosystem services has not been widely studied. Here we compare the impacts of harvested perennial grass and annual crop fields on ecosystem functioning in KS, USA. Despite the lack of mineral fertilizer applications, the aboveground harvests of perennial fields yielded similar levels of N compared to those of conventional high-input wheat (Triticum aestivum) fields and at only 8% of the in-field energy costs. Their 75-yr cumulative N yield per ha was approximately 23% greater than that from the region's wheat fields. In terms of aboveground food webs, perennial fields harboured greater numbers and/or diversity of insect pollinators, herbivores and detritivores. Belowground, perennial grass fields maintained 43 Mg ha(-1) more soil carbon and 4 Mg ha(-1) more soil nitrogen than annual crop fields in the surface 1 m. Soil food webs in perennial fields, as indicated by nematode communities, exhibited greater food web complexity and stability than did those in annual crop fields. In surrounding watersheds, increased annual cropland was correlated with higher riverine nitrate-nitrogen levels. Given their benefits, harvested perennial grasslands provide valuable ecological benchmarks for agricultural sustainability. (C) 2009 Elsevier B.V. All rights reserved.","43570",2010
"Travis","Kathryn",1704,2,"Tim",NA,"Hogg","Diversity and invasion within a predator community: impacts on herbivore suppression","Hogg, Brian N.; Daane, Kent M.","JOURNAL OF APPLIED ECOLOGY","P>1. Management strategies to enhance ecosystem services in agroecosystems often seek to increase predator biodiversity. Invaders commonly dominate predator communities in agricultural landscapes, however, and the impacts of exotic predators on native predators and ecosystem services are largely unknown. Exotic predators may complement native predator diversity and enhance herbivore suppression, or they may disrupt herbivore suppression through predator interference. 2. We examined the impacts of a dominant exotic predator within the diverse predator community of a California vineyard. Interactions between the exotic wandering spider Cheiracanthium mildei, its closest native ecological homologue (the wandering spider Anyphaena pacifica) and a native spider displaying a different hunting mode (the cobweb-weaving spider Theridion melanurum) were tested in a manipulative field experiment, with the grape leafhopper Erythroneura elegantula acting as a shared herbivore prey source. 3. We found that the exotic wandering spider suppressed both grape leafhoppers and other unmanipulated leafhopper species that were present in cages. Native spiders had little or no impacts on leafhopper suppression. Thus, C. mildei appears to drive predatory impacts in this system, although evidence also indicated that it is limited by intraspecific interactions. The superior predatory ability displayed by this spider may be shared by other invasive predators that dominate agroecosystems. 4. Despite its effects on leafhoppers, C. mildei negatively impacted a range of spider species, including A. pacifica, T. melanurum, and other unmanipulated native spiders. These impacts are likely to have been mediated through intraguild predation. The wandering hunting mode of C. mildei may have facilitated its role as an intraguild predator. 5. Synthesis and applications. Our results highlight the sometimes conflicting aims of biological control and conservation. Here, a dominant invasive predator increased ecosystem services but also caused declines in numbers of native predators. As disturbed conditions in agroecosystems are likely to put invasive predators at an adaptive advantage, efforts to conserve biodiversity in agricultural landscapes should focus on shifting the outcomes of species interactions to favour native species.","APR",2011
"Travis","Kathryn",404,1,"Sierra",NA,"Iida","Large herbivores affect forest ecosystem functions by altering the structure of dung beetle communities","Iida, Taichi; Soga, Masashi; Koike, Shinsuke","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","Dramatic increases in populations of large mammalian herbivores have become a major ecological issue, particularly in the northern hemisphere, due to their substantial impacts on both animal and plant communities through processes such as grazing, browsing, and trampling. However, little is known about the consequences of these population explosions on ecosystem functions. Here, we experimentally investigated how the population density of sika deer (Cervus nippon) in temperate deciduous forest areas in Japan affected the decomposition of mammal dung by dung beetles, which is a key process in forest ecosystems. We measured a range of environmental variables (e.g., vegetation cover, soil hardness) and the dung decomposition rate, measured as the amount of deer dung decomposed during one week, and sampled dung beetles at 16 study sites with three different deer densities (high/intermediate/low). We then used structural equation modeling to investigate the relationships between deer density, environmental variables, the biomass of dung beetles (classified into small or large species), and the dung decomposition rate. We found that the biomass of small species increased with increasing deer density, whereas that of large species was not related to deer density. Furthermore, the dung decomposition rate was positively related to the biomass of small species but unrelated to that of large species. Overall, our results showed that an increase in deer density affects the decomposition rate of mammal dung by changing the structure of dung beetle communities (i.e., increasing the number of small dung beetles). Such an understanding of how increases in large herbivore populations affect ecosystem functions is important for accurately evaluating the ecological consequences of their overabundance and ultimately managing their populations appropriately.","APR",2018
"Travis","Kathryn",84,0,"Claire",NA,"Jiang","Re-orienting ecological restoration in degraded drylands for a more sustainable soil-water relationship: Non-linear boundary of limited water resources in combating soil loss","Jiang, Chong; Wang, Xinchi; Zhang, Haiyan; Labzovskii, Lev; Wang, Jun; Liu, Tong","JOURNAL OF ARID ENVIRONMENTS","Ecological restoration efforts to combat soil loss often fail to deliver the expected benefits despite enormous investments. Better understanding the close relationships between climate, vegetation, and non-linear ecosystem dynamics can help restoration activities meet their intended goals. The severely eroded Loess Plateau (LP) was selected for a case study to investigate the underlying drivers of soil retention change and their non-linear constraint impacts. The soil retention function was substantially enhanced during 2000-2015, while the water yield function was weakened. Both the favourable changes in climate conditions (i.e., increasing precipitation and declining evapotranspiration) and governmental policies for soil and water conservation and ecological restoration promoted vegetation restoration and expansion, thereby strengthening the soil retention function. Consequently, water and sediment yields declined significantly. The relationship between water yield and soil retention is non-linear and shows that the two ecosystem functions can be either in synergy or in trade-off according to the level of vegetation cover. We observed that the vegetation cover had an upper threshold (i.e., 50%) for controlling the soil erosion because of the limited water condition (rainfall), which implies that the effect of vegetation on reducing the water erosion reached its maximum capacity when the plant cover was 50%. Considering the limited water conditions in drylands, to minimize the trade-off between the water yield and soil retention and to maximize the effectiveness of ecological restoration programs, it is recommended that the overall vegetation cover in the LP be controlled at approximately 30-40%, i.e., without exceeding 50%. Currently, the non-linear constraint effects of the water condition and vegetation cover on the soil retention are yet to be thoroughly understood. Moreover, practical policy recommendations require further field-based observations and experimental studies.","AUG",2019
"Travis","Kathryn",845,1,"Julie","Human driver (land management & ag practices) effects on ES (food production, soil function)","Karp","Agricultural practices for food safety threaten pest control services for fresh produce","Karp, Daniel S.; Moses, Rebekah; Gennet, Sasha; Jones, Matthew S.; Joseph, Shimat; M'Gonigle, Leithen K.; Ponisio, Lauren C.; Snyder, William E.; Kremen, Claire","JOURNAL OF APPLIED ECOLOGY","1. Over the past decade, several foodborne disease outbreaks provoked widespread reforms to the fresh produce industry. Subsequent concerns about wildlife vectors and contaminated manures created pressure on growers to discontinue use of manure-based composts and remove nearby semi-natural vegetation. Despite widespread adoption, impacts of these practices on ecosystem services such as pest control have not been assessed. 2. We used a landscape-scale field experiment to quantify associations between compost applications, semi-natural vegetation, pest control services and lettuce yields on organic farms throughout California's Central Coast, a region experiencing food safety reforms. 3. We found that farms with surrounding semi-natural vegetation supported a diverse arthropod assemblage, whereas a herbivore-dominated assemblage occupied farms in simplified landscapes. Moreover, predatory arthropods consumed more herbivores at sites with more surrounding non-crop vegetation and reduced aphid pest infestations in lettuce. 4. Compost improved lettuce yields by increasing soil nutrients and organic matter, but affected neither pest control nor Escherichia coli prevalence. 5. Synthesis and applications. Food safety concerns are prompting practices that simplify farms and landscapes. Our results demonstrate that two practices elimination of manure based composts and removal of non-crop vegetation are likely having negative impacts on arthropod biodiversity, pest control and soil quality. Critically, our findings and previous research suggest that compost can be applied safely and that habitat removal is likely ineffective at mitigating food safety risk. There is thus scope for co-managing fresh produce fields for food safety, ecosystem services, and biodiversity through applying appropriately treated composts and stopping habitat removal.","OCT",2016
"Travis","Caitlin",1222,2,"Anna",NA,"Matzek","Can carbon credits fund riparian forest restoration?","Matzek, Virginia; Puleston, Cedric; Gunn, John","RESTORATION ECOLOGY","Ecological restoration is increasingly called on to provide ecosystem services (ES) valuable to humans, as well as to benefit biodiversity and improve wildlife habitat. Where mechanisms to pay for ES exist, they may serve as incentives to embark on habitat restoration projects. We evaluated the potential of newly established carbon markets in the United States to incentivize afforestation along riparian corridors, by comparing the income earnable by carbon offset credits with the costs of planting, maintaining, and registering such a restoration project in California. We used a 20-year chronosequence of riparian forest sites along the Sacramento River as our model project. We found that carbon credits can repay more than 100% of costs after two decades of regrowth, if sufficient effort is put into sampling intensity in the first post-restoration decade. However, carbon credits alone are unlikely to entice landowners currently engaged in agricultural activities to switch from farming crops to farming habitat.","JAN",2015
"Travis","Kathryn",1420,1,"Laurel",NA,"McLaughlin","Realizing ecosystem services: wetland hydrologic function along a gradient of ecosystem condition","McLaughlin, Daniel L.; Cohen, Matthew J.","ECOLOGICAL APPLICATIONS","Wetlands provide numerous ecosystem services, from habitat provision to pollutant removal, floodwater storage, and microclimate regulation. Delivery of particular services relies on specific ecological functions, and thus to varying degree on wetland ecological condition, commonly quantified as departure from minimally impacted reference sites. Condition assessments are widely adopted as regulatory indicators of ecosystem function, and for some services (e.g., habitat) links between condition and function are often direct. For others, however, links are more tenuous, and using condition alone to enumerate ecosystem value (e.g., for compensatory mitigation) may underestimate important services. Hydrologic function affects many services cited in support of wetland protection both directly (floodwater retention, microclimate regulation) and indirectly (biogeochemical cycling, pollutant removal). We investigated links between condition and hydrologic function to test the hypothesis, embedded in regulatory assessment of wetland value, that condition predicts function. Condition was assessed using rapid and intensive approaches, including Florida's official wetland assessment tool, in 11 isolated forested wetlands in north Florida (USA) spanning a land use intensity gradient. Hydrologic function was assessed using hydrologic regime (mean, variance, and rates of change of water depth), and measurements of groundwater exchange and evapotranspiration (ET). Despite a wide range in condition, no systematic variation in hydrologic regime was observed; indeed reference sites spanned the full range of variation. In contrast, ET was affected by land use, with higher rates in intensive (agriculture and urban) landscapes in response to higher leaf area. ET determines latent heat exchange, which regulates microclimate, a valuable service in urban heat islands. Higher ET also indicates higher productivity and thus carbon cycling. Groundwater exchange regularly reversed flow direction at all sites in response to rainfall. This buffering effect on regional aquifer levels, an underappreciated service of isolated wetlands, was provided regardless of condition. Intensive landscapes may benefit most from the hydrologic services that wetlands provide because that is where certain services (floodwater storage, microclimate regulation) are realized. While the portfolio of wetland services clearly changes with disturbance, our results support a revised approach to wetland valuation that recognizes the services that accrue from sustained or enhanced functions in these working wetlands.","OCT",2013
"Travis","Caitlin",853,0,"Julie","Effect of environmental drivers on edible mushroom ES's","Mengiste Taye","Meteorological conditions and site characteristics driving edible mushroom production in Pinus pinaster forests of Central Spain","Mengiste Taye, Zelalem; Martinez-Pena, Fernando; Antonio Bonet, Jose; Martinez de Aragon, Juan; de-Miguel, Sergio","FUNGAL ECOLOGY","Integrating fungal-based ecosystem services into forest management planning and policy-making requires quantitative knowledge of the yields of fungal sporocarps and their environmental drivers. The aim of this study was to predict edible mushroom yield in Pinus pinaster forests of Central Spain, based on a 17-year data series. Two-stage mixed-effects models were used to examine the effect of predictors on mushroom occurrence and yield separately with the aim of providing further insight into the ecological system. Changes in seasonal precipitation represented the main weather-related driver affecting sporocarp emergence and production, since they were both positively influenced by late summer and early autumn precipitation. Soil acidity positively influenced Lactarius yield. Stand age and sandy soils showed a negative influence on mushroom production. The diversity of drivers became more apparent at the fungal species level. The models can be used for predicting the production of edible fungi under different meteorological and site conditions. (C) 2016 Elsevier Ltd and British Mycological Society. All rights reserved.","OCT",2016
"Travis","Kathryn",1213,3,"Anna",NA,"Mitchell","The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making","Mitchell, Matthew G. E.; Bennett, Elena M.; Gonzalez, Andrew; Lechowicz, Martin J.; Rhemtulla, Jeanine M.; Cardille, Jeffrey A.; Vanderheyden, Kees; Poirier-Ghys, Genevieve; Renard, Delphine; Delmotte, Sylvestre; Albert, Cecile H.; Rayfield, Bronwyn; Dumitru, Maria; Huang, Hsin-Hui; Larouche, Martine; Liss, Kate N.; Maguire, Dorothy Y.; Martins, Kyle T.; Terrado, Marta; Ziter, Carly; Taliana, Lucie; Dancose, Karine","ECOLOGY AND SOCIETY","To maximize specific ecosystem services (ES) such as food production, people alter landscape structure, i.e., the types of ecosystems present, their relative proportions, and their spatial arrangement across landscapes. This can have significant, and sometimes unexpected, effects on biodiversity and ES. Communities need information about how land/use activities and changes to landscape structure are likely to affect biodiversity and ES, but current scientific understanding of these effects is incomplete. The Monteregie Connection (MC) project has used the rapidly suburbanizing agricultural Monteregien landscape just east of Montreal, Quebec, Canada, to investigate how current and historic landscape structure influences ES provision. Our results highlight the importance of forest connectivity and functional diversity on ES provision, and show that ES provision can vary significantly even within single land-use types in response to changes in landscape structure. Our historical analysis reveals that levels of ES provision, as well as relationships among individual ES, can change dramatically through time. We are using these results to build quantitative ES-landscape structure models to assess four future landscape scenarios for the region: Periurban Development, Demand for Energy, Whole-System Crisis, and Green Development. These scenarios integrate empirical and historical data on ES provision with local stakeholder input about global and local social and ecological drivers to explore how land-use decisions could affect ES provision and human well-being across the region to the year 2045. By integrating empirical data, quantitative models, and scenarios we have achieved the central goals of the MC project: (1) increasing understanding of the effects of landscape structure on biodiversity and ES provision, (2) effectively linking this knowledge to decision making to better manage for biodiversity and ES, and (3) creating a vision for a more sustainable social-ecological system in the region.",NA,2015
"Travis","Caitlin",310,0,"Sierra","climate-driven fire intensity impacts on plant-insect interactions","Murphy","Forest Fire Severity Affects Host Plant Quality and Insect Herbivore Damage","Murphy, Shannon M.; Vidal, Mayra C.; Smith, Timothy P.; Hallagan, Claudia J.; Broder, E. Dale; Rowland, Dexter; Cepero, Laurel C.","FRONTIERS IN ECOLOGY AND EVOLUTION","Climate change models predict increased forest fire occurrence and severity in the near future. Forest fire disturbance affects multiple ecological interactions, but there is little evidence for how naturally-occurring fires affect plant quality and herbivore damage, which is important because plants and herbivorous insects comprise most of the diversity in natural ecosystems and are responsible for a variety of ecosystem services. We surveyed three fires in the Rocky Mountains to investigate the effects of fire severity on wax currant (Ribes cereum), an important source of food and cover for wildlife in Colorado. We measured plant quality and herbivore damage; we found that fire severity had a significant negative effect on both measures. Notably, high severity fires decreased herbivore damage by about 50%. Furthermore, we found that the effect of fire on insect herbivore damage is mostly direct, but that indirect effects mediated through changes in plant quality are also significant. Our results have important implications for the effects of climate-driven increases in fire severity on plant-insect interactions, illustrating strong direct and weaker indirect negative effects of fire severity in a forest ecosystem.","43720",2018
"Travis","Caitlin",1643,1,"Tim","Based on the abstract I think they are measuring ESs but it might be excluded on closer inspection.","Newton","Forest Landscape Restoration in the Drylands of Latin America","Newton, Adrian C.; del Castillo, Rafael F.; Echeverria, Cristian; Geneletti, Davide; Gonzalez-Espinosa, Mario; Malizia, Lucio R.; Premoli, Andrea C.; Rey Benayas, Jose M.; Smith-Ramirez, Cecilia; Williams-Linera, Guadalupe","ECOLOGY AND SOCIETY","Forest Landscape Restoration (FLR) involves the ecological restoration of degraded forest landscapes, with the aim of benefiting both biodiversity and human well-being. We first identify four fundamental principles of FLR, based on previous definitions. We then critically evaluate the application of these principles in practice, based on the experience gained during an international, collaborative research project conducted in six dry forest landscapes of Latin America. Research highlighted the potential for FLR; tree species of high socioeconomic value were identified in all study areas, and strong dependence of local communities on forest resources was widely encountered, particularly for fuelwood. We demonstrated that FLR can be achieved through both passive and active restoration approaches, and can be cost-effective if the increased provision of ecosystem services is taken into account. These results therefore highlight the potential for FLR, and the positive contribution that it could make to sustainable development. However, we also encountered a number of challenges to FLR implementation, including the difficulty of achieving strong engagement in FLR activities among local stakeholders, lack of capacity for community-led initiatives, and the lack of an appropriate institutional and regulatory environment to support restoration activities. Successful implementation of FLR will require new collaborative alliances among stakeholders, empowerment and capacity building of local communities to enable them to fully engage with restoration activities, and an enabling public policy context to enable local people to be active participants in the decision making process.",NA,2012
"Travis","Caitlin",893,1,"Julie","Effect of urban/rural development on mangrove forest biomass and fish communities (ES - fisheries)","Nortey","Comparative Assessment of Mangrove Biomass and Fish Assemblages in an Urban and Rural Mangrove Wetlands in Ghana","Nortey, Daniel D. N.; Aheto, Denis W.; Blay, John; Jonah, Fredrick E.; Asare, Noble K.","WETLANDS","Mangrove wetlands are one of the most important ecosystems on earth, providing habitats for both marine and terrestrial organisms as well as supporting essential human services. However, high dependence of humans on these systems is leading to significant transformation of mangrove wetlands and reduction in their ecosystem services including fisheries. The objectives of this study were to estimate the biomass of two mangrove wetlands in Ghana within urban and rural contexts and determine the fish fauna assemblages as part of baseline setting. The study used the structural parameters of mangrove species and allometry to estimate the biomass of both forest systems. Fish community structure were determined based on ecological surveys. The findings show that the standing biomass of the mangrove forests were significantly higher (p < 0.01) in the rural wetland (394.49 t/ha) compared to the urban wetland (126.29 t/ha). Fish fauna assemblages, referring to species richness and diversity were higher in the urban wetland at 4.21 and 2.64 respectively compared to the rural wetland at 3.46 and 2.09 respectively. This paper concludes that a well-developed mangrove system with high mangrove biomass may not necessarily imply high fish species richness and diversity.","AUG",2016
"Travis","Kathryn",1517,1,"Grant","Simulation model developed for ES-related attribute. Predicting fate of pasture-woodland habitats in Swiss Jura Mountains given climate and land use change.","Peringer","Past and future landscape dynamics in pasture-woodlands of the Swiss Jura Mountains under climate change","Peringer, Alexander; Siehoff, Silvana; Chetelat, Joel; Spiegelberger, Thomas; Buttler, Alexandre; Gillet, Francois","ECOLOGY AND SOCIETY","Silvopastoral systems are traditional components of the landscape in the Swiss Jura Mountains, and are promising approaches for the sustainable management of mountain areas worldwide. Due to complex vegetation dynamics, pasture-woodlands are very vulnerable to the currently occurring land use and climate changes. Therefore, management requires integrative long-term predictions of successional trends. We present a refined version of the spatially explicit, dynamic simulation model WoodPaM with improved climate sensitivity of simulated vegetation. We investigate pasture-woodland dynamics by applying an innovative combination of retrospective simulations starting in the Middle Ages with prospective simulations following two climate change scenarios. The retrospective simulations demonstrate the strong dependency of the landscape mosaic on both climate and management. In high elevation mountain pastures, climate cooling during the Little Ice Age hindered simulated tree regeneration and reduced forage production of grasslands. Both led to an increase in open grassland and to a structural simplification of the landscape. In turn, climate warming afterwards showed the opposite effect. At lower elevations, high cattle stocking rates generally dominate simulated succession, leading to a slow development of quite homogenous landscapes whose structures are hardly affected by historical climate variability. Aerial photographs suggest that logging and windstorms critically shaped the current landscape, both homogenizing mosaic structures that emerge from selective grazing. Simulations of climate change scenarios suggest delayed but inevitable structural changes in the landscape mosaic and a temporary breakdown of the ecosystem service wood production. The population of currently dominating Norway spruce collapses due to simulated drought. Spruce is only slowly replaced either by beech under moderate warming or by Scots pine under extreme warming. In general, the shift in tree species dominance results in landscapes of less structural richness than today. In order to maintain the mosaic structure of pasture-woodlands, we recommend a future increase in cattle stocking on mountain pastures. The (re-) introduction of mixed herds (cattle with horses, sheep, and goats) could mitigate the simulated trend towards structural homogenization of the forest-grassland mosaic because diverse browsing effects selectively control tree regeneration and would counteract simulated forest encroachment. This could prevent the loss of species-rich open grasslands and forest-grassland ecotones. Forest management should respect forest-grassland mosaics and ecotones by following the traditional selective felling of single trees instead of large clear-cutting. Additionally, beech regeneration should be promoted from now on in order to smoothen tree species replacement with warming and to ensure the continuous provision of forest ecosystem services.",NA,2013
"Travis","Kathryn",560,1,"Isabel",NA,"Ray","Functional importance of sacred forest patches in the altered landscape of Palakkad region, Kerala, India","Ray, Rajasri; Sreevidya, E. A.; Ramachandra, T., V","JOURNAL OF TROPICAL ECOLOGY","The role of sacred forest patches in maintaining biodiversity and offering ecosystem services is well established, though the functional aspects are understated. This study aims to understand the functional diversity of tree reproductive traits of sacred forest patches in an altered landscape. Twenty-five sacred groves in Palakkad region, Kerala, India, were chosen to assess the distribution of five reproductive traits - pollination mechanism, fruit size, seed number, seed size and dispersal mechanism - among the tree populations. The data matrix was analysed for overall trait-state distribution, functional diversity assessment and its relation to environmental parameters and disturbance in the area. A total of 87 woody species was documented with a fairly homogenized distribution of fruit and seed characters, with >= 50% of the recorded trait states in each grove in comparison to control plot. Pollination and dispersal mechanisms are dominated by a single guild. e.g. insects and birds, often generalist in nature. Functional richness had a strong correlation with Shannon's index and disturbance, but evenness and divergence were weakly related with others. Comparative assessment with null model showed no significant deviations from expected results indicating apparent lack of habitat filtering or resource competition among sacred groves. The trait homogenization and overall simplification of the grove biota is perhaps an outcome of rapid land-use change and its consequences on specialist members. This study shows sacred groves are important for maintaining a plethora of functional traits in the altered landscape. However, the prevalence of generalist mediators indicates maintenance of basic ecological functions in the landscape without support for specialist ones.","NOV",2017
"Travis","Caitlin",868,1,"Julie","Uses some actual data and a lot of modelling to estimate effect of active restoration on C and N pools","Reynolds","Ecosystem services returned through seagrass restoration","Reynolds, Laura K.; Waycott, Michelle; McGlathery, Karen J.; Orth, Robert J.","RESTORATION ECOLOGY","Ecosystem restoration is often costly, but can be effective at increasing biodiversity and ecosystem services. We used a case studyreseeding seagrass to a coastal lagoonto demonstrate the value of enhanced ecosystem services as a result of restoration. We modeled the recovery of areal plant coverage in a system where seagrasses were lost due to disease and disturbance, and estimated the value of the returned functions of nitrogen removal and carbon sequestration. We estimated, as of 2010, that this restoration removes 170 ton of nitrogen per year via denitrificiation and sequesters carbon at a rate of 630 tons carbon per year in the sediment. Further, we estimated that natural recovery would take more than 100 years to reach the areal coverage achieved by restoration using seeds in just 10 years. Restoration enhanced this recovery, and the earlier establishment of plants results in a net gain of at least 4,100 ton of nitrogen removed from the system via denitrification and 15,000 ton of carbon sequestered in the sediment. These services have significant ecological and societal value.","SEP",2016
"Travis","Caitlin",420,1,"Sierra",NA,"Roth","Functional ecology and imperfect detection of species","Roth, Tobias; Allan, Eric; Pearman, Peter B.; Amrhein, Valentin","METHODS IN ECOLOGY AND EVOLUTION","1. Functional traits are increasingly being used to understand the response of species to environmental change and their effects on ecosystem functioning. However, some ecologically important traits, such as plant height, influence the probability of species detection during field surveys. Imperfect detection of species could therefore bias measures of functional trait composition and diversity, leading to incorrect estimates of trait-environment relationships due to a process of detection filtering. The importance of detection filtering for functional ecological studies remains unknown. 2. We used hierarchical models that account for detection filtering to analyse data on 1,296 vascular plant species sampled in 362 1-km(2) plots, distributed along a 2,460-m elevational gradient in Central Europe. We examined how detection filtering altered measures of functional diversity (multivariate functional richness and packing) and composition (community means of three traits). We also determined whether the strength of detection filtering varied over the gradient, to determine whether detection filtering biased trait-environment relationships. 3. Species detectability was correlated with all three functional traits tested in this study, meaning that short species with small seeds and high specific leaf area values were less likely to be detected. This suggests that imperfect detection has the potential to bias measures of functional composition. Generally, measures of functional composition were not strongly affected by detection filtering, but functional packing was underestimated when detection filtering was not accounted for. In addition to the traits, distributional characteristics were important; rare species and species occurring mainly at low elevations tended to have lower detection probabilities. 4. Overall, detection filtering did not strongly bias trait-environment relationships because the effects of the environment on functional composition and diversity were larger than the effects of detection. 5. Our results suggest that many measures of functional composition and diversity are robust to detection filtering, but some are likely biased. Functional ecologists should consider correcting for imperfect detection, and our approach provides a simple method to do so for a wide range of datasets.","APR",2018
"Travis","Caitlin",433,1,"Sierra",NA,"Sutter","Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services","Sutter, Louis; Albrecht, Matthias; Jeanneret, Philippe","JOURNAL OF APPLIED ECOLOGY","1. The explicit and implicit aims of creating ecological focus areas (EFAs) and implementing greening measures in European agro-ecosystems include the promotion of regulatory ecosystem services (ES) to sustain crop production in conventional cropping systems. However, the extent to which these goals are achieved with current policy measures remains poorly explored. 2. We measured insect-mediated pollination and natural pest control service provisioning in 18 winter oilseed rape fields as a function of the independent and interactive effects of local EFA establishment-sown wildflower strips and hedgerows-and landscape-scale greening measures within a 1 km radius around focal fields and quantified their contribution to crop yield. 3. Insect pollination potential and pest predation increased on average by 10% and 13%, respectively, when landscape-scale greening measures share was increased from 6% to 26%. For pollination, the increase was stronger in fields adjoining an EFA (14%) than in fields without adjacent EFA (7%). 4. Agricultural management practices were the main drivers of crop yield. Neither insect pollination potential or natural pest control (pest predation and parasitism) nor adjacent EFAs and landscape-scale greening significantly affected crop yield in addition to agricultural management. 5. Synthesis and applications. Local establishment of perennial, species-rich wildflower strips and hedgerows, combined with landscape-scale greening measures in agricultural landscapes, can promote multiple ecosystem services (ES) in conventional production systems. Benefits may be maximized when local and landscape measures are combined. However, enhanced pollination and natural pest regulation seem to contribute relatively little to final crop yield compared to local agricultural management practices in the high-input conventional production system studied. Further research is needed to better understand how to improve the effectiveness of ecological focus areas and other greening measures in promoting regulatory ES. Potential improvements include minimising trade-offs while promoting synergies between ES provision, food production and biodiversity conservation.","MAR",2018
